,Excitatory,Microglia,OD,Inhibitory,Endothelial,Astrocyte
1279.730793_4030.950073,0.4882156,0.14770167,0.18196124,0.023496704,0.15163717,0.006987698
1279.730793_4130.950073,0.29021278,0.3219504,0.23449865,0.012096291,0.13125865,0.009983179
1279.730793_4230.950073,0.5545543,0.053082757,0.27719784,0.031077797,0.011937435,0.07214994
1379.730793_2730.950073,0.011697941,0.041977238,0.20550437,0.003337945,0.6771566,0.060325854
1379.730793_2830.950073,0.32813624,0.016860392,0.5405712,0.004983434,0.08217317,0.027275564
1379.730793_2930.950073,0.27227905,0.014524946,0.58416414,0.015081553,0.07251075,0.041439526
1379.730793_3030.950073,0.22687401,0.009393841,0.5650047,0.029427033,0.050561387,0.118739
1379.730793_3130.950073,0.1645944,0.020216329,0.76876384,0.003704007,0.024861643,0.017859815
1379.730793_3230.950073,0.06622671,0.006944613,0.63027304,0.046987165,0.06701186,0.1825566
1379.730793_3330.950073,0.16579267,0.003210409,0.74926496,0.012590692,0.024530275,0.044610918
1379.730793_3430.950073,0.5367594,0.010484594,0.34845468,0.011459096,0.015398093,0.077444136
1379.730793_3530.950073,0.276542,0.13727322,0.31151727,0.003599371,0.25377333,0.017294826
1379.730793_3630.950073,0.58680636,0.015683288,0.1541412,0.046916522,0.040705424,0.15574731
1379.730793_3730.950073,0.24920782,0.008468798,0.6803378,0.051259343,0.004202254,0.00652399
1379.730793_3830.950073,0.57358724,0.084275186,0.23745424,0.060006823,0.024582025,0.02009454
1379.730793_3930.950073,0.44042984,0.055590123,0.21488065,0.011042024,0.21557316,0.062484182
1379.730793_4030.950073,0.44678804,0.06887109,0.262944,0.053974733,0.07809422,0.08932791
1379.730793_4130.950073,0.32503805,0.03111913,0.5856892,0.037162986,0.011017664,0.009972961
1379.730793_4230.950073,0.18303242,0.003597902,0.6593947,0.02604807,0.10443371,0.02349325
1479.730793_2730.950073,0.22396426,0.11439007,0.36062345,0.017555675,0.25879467,0.024671871
1479.730793_2830.950073,0.20136696,0.1174887,0.39360252,0.001485095,0.2378593,0.04819745
1479.730793_2930.950073,0.23704946,0.2343406,0.35386375,0.001083791,0.1676003,0.006062156
1479.730793_3030.950073,0.2854067,0.018145509,0.59844506,0.018513953,0.011994042,0.06749477
1479.730793_3130.950073,0.2920361,0.027879367,0.536085,0.002882435,0.061165784,0.079951406
1479.730793_3230.950073,0.5824757,0.07249297,0.32507604,0.005862956,0.007162706,0.006929562
1479.730793_3330.950073,0.50491923,0.1481085,0.27874392,0.007931754,0.013031157,0.047265515
1479.730793_3430.950073,0.35932702,0.22424929,0.1342064,0.01193717,0.25646505,0.01381501
1479.730793_3530.950073,0.22660948,0.005259878,0.6470451,0.03077945,0.04895037,0.041355696
1479.730793_3630.950073,0.3823854,0.053588238,0.47408682,0.061395377,0.016049985,0.012494157
1479.730793_3730.950073,0.36746544,0.09401017,0.3642774,0.035484467,0.11794973,0.020812798
1479.730793_3830.950073,0.3468003,0.048980515,0.13334288,0.024472352,0.36131254,0.08509141
1479.730793_3930.950073,0.34264404,0.06937661,0.40993744,0.009285124,0.150371,0.018385807
1479.730793_4030.950073,0.5080062,0.091050394,0.22649713,0.08564177,0.011211905,0.07759255
1479.730793_4130.950073,0.14450562,0.009594578,0.69178736,0.02351705,0.098734766,0.031860527
1479.730793_4230.950073,0.017593412,0.008737925,0.86851287,0.000865212,0.0622337,0.042056803
1579.730793_2730.950073,0.22744666,0.068351395,0.6250985,0.01691564,0.022309,0.03987882
1579.730793_2830.950073,0.19659726,0.17005499,0.23422402,0.00453754,0.37897998,0.015606239
1579.730793_2930.950073,0.41888702,0.16377427,0.2097788,0.003657908,0.18343888,0.020463068
1579.730793_3030.950073,0.7214961,0.015884854,0.1969589,0.003567423,0.030924762,0.031167977
1579.730793_3130.950073,0.2783856,0.003856395,0.20084623,0.00720437,0.19818932,0.3115181
1579.730793_3230.950073,0.8355343,0.010322737,0.10456781,0.008214936,0.012292556,0.029067723
1579.730793_3330.950073,0.34894872,0.03475365,0.43263137,0.007647056,0.15699415,0.019025022
1579.730793_3430.950073,0.35189873,0.41990966,0.18849066,0.016759912,0.012679623,0.010261482
1579.730793_3530.950073,0.61199236,0.05575515,0.23615438,0.018819535,0.042426758,0.03485183
1579.730793_3630.950073,0.32624093,0.034186177,0.24425541,0.03322478,0.34917802,0.012914594
1579.730793_3730.950073,0.35239127,0.050399438,0.5437266,0.008155981,0.016390944,0.028935784
1579.730793_3830.950073,0.6388594,0.047422357,0.24084932,0.0350375,0.014538383,0.02329303
1579.730793_3930.950073,0.4817144,0.14794865,0.19862184,0.022968838,0.14428878,0.004457525
1579.730793_4030.950073,0.21659619,0.027260814,0.65218353,0.050679486,0.016466564,0.036813404
1579.730793_4130.950073,0.24989405,0.014298225,0.49459395,0.037402827,0.008602675,0.19520833
1579.730793_4230.950073,0.09009405,0.00809389,0.7630034,0.004704757,0.12173292,0.01237102
1679.730793_2730.950073,0.5048737,0.09260973,0.24772063,0.013867632,0.108955026,0.031973217
1679.730793_2830.950073,0.11767837,0.012864331,0.7094108,0.03500855,0.08306576,0.041972294
1679.730793_2930.950073,0.56812626,0.025393311,0.10198021,0.001443309,0.2915684,0.011488481
1679.730793_3030.950073,0.353007,0.006858278,0.24499246,0.003531592,0.29480025,0.096810475
1679.730793_3130.950073,0.27090338,0.0758986,0.21973458,0.008053785,0.41651967,0.00888991
1679.730793_3230.950073,0.25875401,0.003284101,0.5846277,0.015731836,0.1224568,0.015145653
1679.730793_3330.950073,0.37633032,0.052335687,0.28102124,0.00285368,0.25054073,0.036918335
1679.730793_3430.950073,0.29321253,0.04332287,0.51574284,0.012127942,0.105721,0.02987287
1679.730793_3530.950073,0.3618978,0.044411745,0.44741166,0.016619468,0.08996519,0.03969413
1679.730793_3630.950073,0.5561707,0.005263499,0.2031509,0.020998912,0.16835533,0.046060666
1679.730793_3730.950073,0.6493108,0.01739321,0.27721608,0.00777021,0.005644732,0.04266493
1679.730793_3830.950073,0.13589624,0.002870936,0.55545634,0.060564283,0.009021584,0.23619065
1679.730793_3930.950073,0.29575875,0.07221041,0.5610754,0.058508005,0.00728667,0.005160785
1679.730793_4030.950073,0.0978788,0.007010202,0.5626794,0.036249366,0.12528701,0.1708953
1679.730793_4130.950073,0.1090357,0.02330112,0.53866976,0.016464852,0.22540967,0.08711894
1679.730793_4230.950073,0.08006118,0.001682112,0.67748916,0.001384543,0.044798177,0.19458483
1779.730793_2730.950073,0.18757422,0.08178465,0.54146856,0.00395487,0.18313256,0.002085136
1779.730793_2830.950073,0.5459575,0.024784297,0.26448444,0.012893564,0.13899975,0.01288045
1779.730793_2930.950073,0.5255866,0.009117908,0.43839538,0.002110933,0.013224777,0.011564426
1779.730793_3030.950073,0.68386567,0.005721261,0.21626057,0.002371163,0.06786711,0.023914222
1779.730793_3130.950073,0.58859557,0.08663108,0.25728723,0.013066875,0.047636267,0.006782955
1779.730793_3230.950073,0.25412515,0.013211657,0.28919473,0.001145201,0.4298456,0.012477654
1779.730793_3330.950073,0.6085396,0.03970117,0.20698014,0.008998629,0.13356628,0.002214232
1779.730793_3430.950073,0.49717563,0.10668167,0.15788595,0.02571677,0.20272121,0.009818817
1779.730793_3530.950073,0.7103748,0.043694593,0.1752375,0.015527156,0.012047323,0.043118674
1779.730793_3630.950073,0.5579284,0.05555607,0.24576332,0.077767536,0.032427154,0.03055756
1779.730793_3730.950073,0.40978357,0.019653762,0.33488363,0.028913971,0.14926316,0.057501886
1779.730793_3830.950073,0.3499737,0.015196344,0.2292262,0.02559753,0.18069485,0.19931133
1779.730793_3930.950073,0.26412514,0.009958777,0.45286924,0.017510965,0.0942327,0.16130319
1779.730793_4030.950073,0.22683947,0.07356283,0.346866,0.022244116,0.018893672,0.31159392
1779.730793_4130.950073,0.3056173,0.048037864,0.08097111,0.000775418,0.3727485,0.19184983
1779.730793_4230.950073,0.062834755,0.004242132,0.4774261,0.00223458,0.04674394,0.40651852
1879.730793_2730.950073,0.19411476,0.06530409,0.5536234,0.002839014,0.01658749,0.16753127
1879.730793_2830.950073,0.5398403,0.12817733,0.31007344,0.001501962,0.018829545,0.001577452
1879.730793_2930.950073,0.4621067,0.067552805,0.2341597,4.81E-05,0.22748682,0.008645939
1879.730793_3030.950073,0.5044306,0.13036878,0.2261491,0.000987247,0.13714096,0.000923308
1879.730793_3130.950073,0.57863283,0.051879566,0.29001462,0.000648291,0.028638167,0.05018646
1879.730793_3230.950073,0.6188015,0.09358293,0.1857206,0.001705031,0.090666264,0.009523676
1879.730793_3330.950073,0.2889279,0.20768388,0.27038607,0.000305966,0.15959695,0.07309919
1879.730793_3430.950073,0.47589836,0.18394531,0.1621824,0.004534537,0.16219008,0.011249274
1879.730793_3530.950073,0.3015128,0.121100895,0.40368953,0.009617173,0.053911414,0.11016819
1879.730793_3630.950073,0.6383614,0.097252615,0.18907407,0.010425526,0.053050723,0.011835658
1879.730793_3730.950073,0.42545286,0.1417653,0.21894485,0.00336165,0.20243125,0.008044106
1879.730793_3830.950073,0.20955542,0.038616564,0.40745625,0.005009752,0.19527285,0.1440892
1879.730793_3930.950073,0.67575645,0.16139655,0.10644078,0.000328004,0.050295513,0.005782692
1879.730793_4030.950073,0.000832716,0.011501973,0.14549682,1.04E-05,0.09437106,0.747787
1879.730793_4230.950073,0.002822305,0.00943171,0.13878386,1.44E-06,0.40486205,0.44409862
1979.730793_2730.950073,0.022282608,0.017860403,0.6238604,0.000126538,0.2554981,0.08037194
1979.730793_2830.950073,0.29710138,0.16884595,0.27802172,0.000290663,0.23656963,0.019170633
1979.730793_2930.950073,0.37410167,0.15152623,0.36418113,8.10E-05,0.09706239,0.013047631
1979.730793_3030.950073,0.41960832,0.34506544,0.20639743,0.001283417,0.025444675,0.00220074
1979.730793_3130.950073,0.42738444,0.11126144,0.44290063,0.000665748,0.013414932,0.004372742
1979.730793_3230.950073,0.08117911,0.27338237,0.21468864,4.19E-05,0.36680356,0.06390444
1979.730793_3330.950073,0.36227927,0.16936952,0.18333854,0.00492083,0.041805092,0.23828682
1979.730793_3430.950073,0.35496584,0.06384501,0.32088724,0.000912125,0.21053244,0.048857365
1979.730793_3530.950073,0.26387697,0.02010099,0.6617187,0.003644404,0.03962599,0.01103291
1979.730793_3630.950073,0.5157712,0.06703558,0.13319643,0.001761412,0.13087194,0.15136343
1979.730793_3730.950073,0.3525096,0.057105053,0.36219722,0.010325613,0.1501678,0.067694694
1979.730793_3830.950073,0.26227832,0.08730465,0.2978957,0.025668802,0.09320994,0.23364258
1979.730793_3930.950073,0.1815425,0.1103141,0.079517044,0.012995652,0.032579236,0.58305144
1979.730793_4230.950073,0.014852205,0.091803715,0.34072495,1.44E-07,0.040267665,0.5123514
2079.730793_2730.950073,0.009239728,0.003474519,0.914189,5.43E-05,0.02110579,0.05193666
2079.730793_2830.950073,0.61724514,0.074455515,0.28389883,0.003240987,0.01457863,0.006580912
2079.730793_2930.950073,0.58861995,0.10553784,0.21127789,0.000908965,0.07880615,0.014849198
2079.730793_3030.950073,0.5831594,0.03214468,0.34525016,0.005534611,0.011334259,0.022576874
2079.730793_3130.950073,0.61854,0.11826326,0.14469384,0.001295266,0.11485824,0.002349415
2079.730793_3230.950073,0.46047127,0.04403562,0.33362398,0.001931167,0.15763162,0.002306311
2079.730793_3330.950073,0.37655133,0.03515787,0.55840594,0.006862578,0.01868241,0.004339825
2079.730793_3430.950073,0.67051715,0.02820864,0.24708948,0.027798524,0.017499331,0.00888684
2079.730793_3530.950073,0.65225285,0.15642002,0.16101883,0.013725738,0.01564407,0.00093839
2079.730793_3630.950073,0.4058898,0.09420326,0.3815576,0.030421171,0.0681365,0.019791696
2079.730793_3730.950073,0.2822975,0.05646347,0.35997334,0.018017266,0.20235345,0.080894984
2079.730793_3830.950073,0.17012185,0.044223376,0.13763158,0.014241101,0.60412276,0.029659366
2079.730793_3930.950073,0.27148396,0.15541591,0.29907957,0.008992801,0.21849927,0.046528533
2079.730793_4030.950073,0.28168786,0.017706176,0.26976267,0.034466516,0.030556563,0.36582026
2079.730793_4130.950073,0.033539854,0.00434664,0.6277293,0.023728434,0.06357827,0.24707752
2079.730793_4230.950073,0.5466613,0.03389652,0.20364162,0.000159113,0.013413681,0.20222773
2179.730793_2730.950073,0.010006549,0.007521684,0.8732492,0.000264242,0.07390292,0.035055425
2179.730793_2830.950073,0.6059353,0.04101942,0.30090398,0.007822126,0.020953542,0.023365682
2179.730793_2930.950073,0.5690081,0.018639404,0.28799546,0.005994399,0.08756482,0.030797875
2179.730793_3030.950073,0.61297756,0.0673737,0.27872798,0.018242106,0.016621225,0.006057414
2179.730793_3130.950073,0.5212853,0.028769113,0.21796702,0.031667724,0.1921348,0.008176095
2179.730793_3230.950073,0.54462564,0.08377262,0.16376263,0.005745257,0.19827434,0.003819518
2179.730793_3330.950073,0.48899695,0.007296338,0.43965074,0.005470404,0.008083075,0.05050247
2179.730793_3430.950073,0.4731565,0.03726519,0.4447779,0.019613199,0.02039933,0.004787809
2179.730793_3530.950073,0.6392842,0.05658578,0.25672168,0.023529952,0.007243382,0.016634993
2179.730793_3630.950073,0.61619556,0.026586296,0.2268791,0.026700117,0.007946223,0.09569267
2179.730793_3730.950073,0.605783,0.009400373,0.2906198,0.008157086,0.008198846,0.077840954
2179.730793_3830.950073,0.4578898,0.06063333,0.20226681,0.015148021,0.033460986,0.230601
2179.730793_3930.950073,0.22603133,0.23778349,0.20456898,0.010451047,0.28937286,0.03179232
2179.730793_4030.950073,0.09698185,0.01653067,0.7173898,0.005083764,0.08201088,0.08200293
2179.730793_4130.950073,0.027796283,0.002430337,0.44222543,0.000133721,0.42132002,0.106094204
2179.730793_4230.950073,0.17902505,0.005301834,0.6217468,0.00106534,0.037764326,0.15509668
2279.730793_2730.950073,0.014058249,0.01804147,0.6483599,0.000286737,0.07229567,0.24695802
2279.730793_2830.950073,0.36776063,0.086858265,0.32357675,0.017805774,0.02974605,0.17425254
2279.730793_2930.950073,0.29114133,0.001552463,0.5956711,0.013491698,0.010667169,0.08747625
2279.730793_3030.950073,0.60264367,0.0126391,0.36764517,0.001015405,0.008554009,0.007502575
2279.730793_3130.950073,0.42302588,0.004430766,0.5254995,0.006425433,0.017156115,0.023462288
2279.730793_3230.950073,0.5428486,0.012098892,0.19335383,0.009013944,0.20909293,0.03359186
2279.730793_3330.950073,0.6442304,0.019152373,0.27625376,0.008625945,0.007772503,0.043964937
2279.730793_3430.950073,0.47149214,0.16914952,0.252304,0.001677182,0.10423675,0.001140373
2279.730793_3530.950073,0.31942722,0.1751047,0.35462743,0.011521682,0.12111254,0.01820646
2279.730793_3630.950073,0.52913547,0.026564268,0.36683866,0.0427634,0.016858691,0.017839508
2279.730793_3730.950073,0.25544792,0.24007119,0.33263877,0.011038695,0.12898272,0.03182069
2279.730793_3830.950073,0.4165756,0.080947384,0.345821,0.007177217,0.13179043,0.017688442
2279.730793_3930.950073,0.25165504,0.008542259,0.6085898,0.021361196,0.09140183,0.018449798
2279.730793_4030.950073,0.35626218,0.20008723,0.2931562,0.023246648,0.112989485,0.014258264
2279.730793_4130.950073,0.12980874,0.000544712,0.720447,0.022470688,0.031161375,0.09556748
2279.730793_4230.950073,0.042279646,0.002974574,0.8261092,0.00708893,0.042142335,0.079405256
2379.730793_2730.950073,0.2399816,0.002177593,0.6443982,2.61E-05,0.106490545,0.006925932
2379.730793_2830.950073,0.6458752,0.02727702,0.18866657,0.007668363,0.0672941,0.063218735
2379.730793_2930.950073,0.26433456,0.05376052,0.53995985,0.002947898,0.13006935,0.008927871
2379.730793_3030.950073,0.28449443,0.03586511,0.094536796,0.014952819,0.5579436,0.012207211
2379.730793_3130.950073,0.44647333,0.049806062,0.4082036,0.003608837,0.023485929,0.06842222
2379.730793_3230.950073,0.6260878,0.008382168,0.2316279,0.004889065,0.05871675,0.07029633
2379.730793_3330.950073,0.36018378,0.007860486,0.5321312,0.009602049,0.019201042,0.07102145
2379.730793_3430.950073,0.5544254,0.036571365,0.3913554,0.004715418,0.005553859,0.007378572
2379.730793_3530.950073,0.1741012,0.010437368,0.6952475,0.015229442,0.06980132,0.035183154
2379.730793_3630.950073,0.5181311,0.019646728,0.37707895,0.025045183,0.023045711,0.037052363
2379.730793_3730.950073,0.44492817,0.12916972,0.3593371,0.047607403,0.014857499,0.004100152
2379.730793_3830.950073,0.52351743,0.04777885,0.11104602,0.008189514,0.3052141,0.004254065
2379.730793_3930.950073,0.51413655,0.07024968,0.3584244,0.026092887,0.012033992,0.01906246
2379.730793_4030.950073,0.26922774,0.014987149,0.11702339,0.031142127,0.5236944,0.043925148
2379.730793_4130.950073,0.2141118,0.01824253,0.5999117,0.024268012,0.09509089,0.048375193
2379.730793_4230.950073,0.05228071,0.001153806,0.85116273,0.006064097,0.050090376,0.039248277
2479.730793_2730.950073,0.06994884,0.1169639,0.10621784,0.000114371,0.69441634,0.012338693
2479.730793_2830.950073,0.21092147,0.032012116,0.62353116,0.02788133,0.06471678,0.04093716
2479.730793_2930.950073,0.5007969,0.14113078,0.25054756,0.004698435,0.021204876,0.08162147
2479.730793_3030.950073,0.3531889,0.009520531,0.44547057,0.03676561,0.006840949,0.14821349
2479.730793_3130.950073,0.5699319,0.02799699,0.17884488,0.032564756,0.10485967,0.085801736
2479.730793_3230.950073,0.18508682,0.018066207,0.4822199,0.011151206,0.28197637,0.021499498
2479.730793_3330.950073,0.4820362,0.03075549,0.25009134,0.00828906,0.086288646,0.1425392
2479.730793_3430.950073,0.5282169,0.014369587,0.23030415,0.00104178,0.20981522,0.016252378
2479.730793_3530.950073,0.08120263,0.06331812,0.28768858,0.000926896,0.46294633,0.10391749
2479.730793_3630.950073,0.4449538,0.03956116,0.43017063,0.010029116,0.06497059,0.010314682
2479.730793_3730.950073,0.30500403,0.031824198,0.40240914,0.019561995,0.2205745,0.020626102
2479.730793_3830.950073,0.24298419,0.06375181,0.19920689,0.057507254,0.28670722,0.14984263
2479.730793_3930.950073,0.55818444,0.06684801,0.20938128,0.02440848,0.03552258,0.10565528
2479.730793_4030.950073,0.46050292,0.024600545,0.32471317,0.022841606,0.14597248,0.021369241
2479.730793_4130.950073,0.48733866,0.00395616,0.3740535,0.022131475,0.003202354,0.10931784
2479.730793_4230.950073,0.42398715,0.015319797,0.43163675,0.042789478,0.00739862,0.078868255
2579.730793_2730.950073,0.053053033,0.059293415,0.27807397,9.31E-06,0.5781007,0.03146958
2579.730793_2830.950073,0.02317156,0.0323172,0.12538034,0.000311129,0.80974865,0.009071151
2579.730793_2930.950073,0.21308705,0.010266343,0.72044724,0.003659345,0.01033084,0.04220925
2579.730793_3030.950073,0.14426664,0.000309324,0.68812096,0.022819947,0.015876433,0.12860665
2579.730793_3130.950073,0.15038478,0.012518446,0.5839975,0.011032238,0.20388827,0.038178746
2579.730793_3230.950073,0.05293615,0.011766261,0.7601889,0.011783307,0.1002991,0.06302622
2579.730793_3330.950073,0.39095116,0.23195955,0.25611752,0.022805685,0.07569551,0.022470437
