,Inhibitory,Endothelial,Astrocyte,Microglia,OD,Excitatory
1779.730793_2930.950073,0.854913729,0,0,0.069069022,0,0.076017249
1779.730793_3030.950073,1,0,0,0,0,0
1779.730793_3130.950073,1,0,0,0,0,0
1779.730793_3230.950073,0.681921656,0.245601719,0,0.072476625,0,0
1779.730793_3330.950073,0.831733823,0.103062449,0,0,0,0.065203728
1779.730793_3430.950073,0.728281142,0.145394901,0,0,0,0.126323957
1779.730793_3530.950073,0.587669815,0,0.153609454,0,0,0.258720731
1779.730793_3630.950073,0.876943529,0,0,0,0,0.123056471
1779.730793_3730.950073,0.572326304,0.232111217,0,0,0,0.195562479
1779.730793_3830.950073,0.598910371,0.264374782,0,0,0,0.136714847
1779.730793_3930.950073,0.654799309,0.189539786,0,0.094908344,0.060752561,0
1779.730793_4030.950073,0.333523902,0,0,0.666476098,0,0
1779.730793_4130.950073,0.26733494,0.475105025,0,0,0,0.257560035
1779.730793_4230.950073,0.059172394,0.09838323,0,0.316647701,0.525796675,0
1879.730793_2730.950073,0.65835091,0,0,0.34164909,0,0
1879.730793_2830.950073,1,0,0,0,0,0
1879.730793_2930.950073,0.822921036,0.11956285,0,0,0,0.057516115
1879.730793_3030.950073,0.848024351,0.151975649,0,0,0,0
1879.730793_3130.950073,0.943325394,0,0,0.056674606,0,0
1879.730793_3230.950073,0.913642192,0.086357808,0,0,0,0
1879.730793_3330.950073,0.654577456,0.14012359,0.090528115,0.11477084,0,0
1879.730793_3430.950073,0.711783901,0.213752903,0.074463196,0,0,0
1879.730793_3530.950073,0.631819985,0.122682547,0.122866638,0.12263083,0,0
1879.730793_3630.950073,0.915918825,0.084081175,0,0,0,0
1879.730793_3730.950073,0.434918667,0.24397845,0,0.264164629,0,0.056938255
1879.730793_3830.950073,0.425632152,0.332646312,0,0.168153758,0,0.073567778
1879.730793_3930.950073,1,0,0,0,0,0
1879.730793_4030.950073,0,0,0,1,0,0
1879.730793_4230.950073,0,0.777255197,0,0,0.125503538,0.097241265
1979.730793_2730.950073,0,0.521564866,0,0,0.478435134,0
1979.730793_2830.950073,0.459985153,0.304686332,0,0.10227901,0,0.133049504
1979.730793_2930.950073,0.932379582,0.067620418,0,0,0,0
1979.730793_3030.950073,1,0,0,0,0,0
1979.730793_3130.950073,0.921725316,0,0,0.078274684,0,0
1979.730793_3230.950073,0.624459343,0.375540657,0,0,0,0
1979.730793_3330.950073,1,0,0,0,0,0
1979.730793_3430.950073,0.743593948,0.136948313,0,0.065830017,0,0.053627722
1979.730793_3530.950073,0.674757723,0.05317095,0,0,0.272071327,0
1979.730793_3630.950073,0.896977411,0.103022589,0,0,0,0
1979.730793_3730.950073,0.553209577,0.176061056,0,0.196643721,0,0.074085646
1979.730793_3830.950073,0.622486719,0.093135368,0,0.234196291,0,0.050181622
1979.730793_3930.950073,0.86096712,0,0,0,0.13903288,0
1979.730793_4230.950073,0,0,0,1,0,0
2079.730793_2730.950073,0,0,0,0,1,0
2079.730793_2830.950073,0.824117345,0,0.081109789,0,0,0.094772866
2079.730793_2930.950073,0.90715344,0.09284656,0,0,0,0
2079.730793_3030.950073,0.945020964,0,0,0,0,0.054979036
2079.730793_3130.950073,0.938875163,0.061124837,0,0,0,0
2079.730793_3230.950073,0.907189573,0.092810427,0,0,0,0
2079.730793_3330.950073,0.936055296,0,0,0,0.063944704,0
2079.730793_3430.950073,0.881574907,0,0,0,0,0.118425093
2079.730793_3530.950073,0.860432959,0,0.139567041,0,0,0
2079.730793_3630.950073,0.637549483,0.124246198,0.163364949,0.07483937,0,0
2079.730793_3730.950073,0.473569262,0.197803791,0,0.277354865,0,0.051272083
2079.730793_3830.950073,0.21861361,0.717587042,0,0,0,0.063799348
2079.730793_3930.950073,0.485236967,0.239387162,0.100473927,0.174901943,0,0
2079.730793_4030.950073,0.730155588,0,0,0,0.090313069,0.179531343
2079.730793_4130.950073,0.300251666,0.168960605,0.05380733,0,0.476980399,0
2079.730793_4230.950073,0,0,0.0562106,0.367360131,0,0.576429269
2179.730793_2730.950073,0,0.114622272,0,0,0.885377728,0
2179.730793_2830.950073,0.787017503,0,0,0,0,0.212982497
2179.730793_2930.950073,0.772786264,0.107222265,0,0,0,0.119991471
2179.730793_3030.950073,0.876433521,0,0,0.062943909,0,0.06062257
2179.730793_3130.950073,0.874155877,0.125844123,0,0,0,0
2179.730793_3230.950073,0.812946475,0.119303413,0,0,0,0.067750112
2179.730793_3330.950073,0.721607888,0,0,0.188653688,0.089738425,0
2179.730793_3430.950073,0.944378942,0,0,0,0,0.055621058
2179.730793_3530.950073,0.821267681,0,0,0.095625154,0,0.083107165
2179.730793_3630.950073,0.697156237,0,0,0.171228254,0,0.13161551
2179.730793_3730.950073,0.632464355,0,0,0.214346238,0,0.153189408
2179.730793_3830.950073,0.495894265,0,0.176392451,0.187315745,0,0.140397539
2179.730793_3930.950073,0.229186199,0.519376104,0.158383865,0,0,0.093053832
2179.730793_4030.950073,0.23482397,0.367942823,0,0.222289927,0.174943279,0
2179.730793_4130.950073,0,0.388921508,0,0,0.481727085,0.129351407
2179.730793_4230.950073,0.090293483,0.050723842,0,0,0.664300529,0.194682146
2279.730793_2730.950073,0,0.057646514,0,0,0.942353486,0
2279.730793_2830.950073,0.543802615,0,0.155827251,0,0.057714258,0.242655877
2279.730793_2930.950073,0.53231543,0,0,0,0.324212427,0.143472143
2279.730793_3030.950073,0.562549221,0,0,0.106639189,0.074292339,0.256519252
2279.730793_3130.950073,0.597848336,0.060227564,0,0.102935372,0.130588472,0.108400255
2279.730793_3230.950073,0.646863365,0.160570853,0,0,0,0.192565783
2279.730793_3330.950073,0.870870068,0,0,0,0,0.129129932
2279.730793_3430.950073,0.599369317,0.208371586,0.069728148,0,0,0.122530948
2279.730793_3530.950073,0.81089029,0.18910971,0,0,0,0
2279.730793_3630.950073,0.903347851,0,0,0,0,0.096652149
2279.730793_3730.950073,0.725039472,0.145548944,0.06043675,0.068974834,0,0
2279.730793_3830.950073,0.606433485,0.26897214,0,0.124594375,0,0
2279.730793_3930.950073,0.507243055,0.26544593,0,0.102755779,0.124555235,0
2279.730793_4030.950073,0.418223649,0.132367148,0.094904602,0.254526683,0,0.099977917
2279.730793_4130.950073,0.251609351,0.162188576,0,0.163693705,0.223891747,0.198616622
2279.730793_4230.950073,0,0.102673955,0.122304615,0.098788131,0.616983286,0.059250013
2379.730793_2730.950073,0.069145452,0.163471209,0.062833987,0.066203437,0.569275746,0.069070169
2379.730793_2830.950073,0.362025888,0,0,0,0,0.637974112
2379.730793_2930.950073,0.294292884,0.221946309,0,0,0.166313553,0.317447253
2379.730793_3030.950073,0.434610443,0.365197967,0,0,0,0.20019159
2379.730793_3130.950073,0.465668307,0.19002232,0,0.197083098,0,0.147226274
2379.730793_3230.950073,0.571569715,0.086253549,0,0.094958279,0,0.247218457
2379.730793_3330.950073,0.636077197,0.052351925,0,0,0.235100938,0.076469939
2379.730793_3430.950073,0.870118062,0,0,0.129881938,0,0
2379.730793_3530.950073,0.327040346,0.251771528,0,0,0.344208837,0.076979289
2379.730793_3630.950073,0.916224082,0,0,0,0,0.083775918
2379.730793_3730.950073,0.757137263,0,0.242862737,0,0,0
2379.730793_3830.950073,0.49984563,0.193638469,0,0,0,0.3065159
2379.730793_3930.950073,0.911072941,0,0,0.088927059,0,0
2379.730793_4030.950073,0.376099831,0.399060216,0,0,0,0.224839953
2379.730793_4130.950073,0.103277349,0.240197269,0,0.077800717,0.246161647,0.332563018
2379.730793_4230.950073,0,0.097298075,0,0,0.804789172,0.097912753
2479.730793_2730.950073,0.057825049,0.694518946,0.247656005,0,0,0
2479.730793_2830.950073,0.190757229,0.095043006,0,0,0.230704062,0.483495703
2479.730793_2930.950073,0.334806498,0,0.124499679,0,0,0.540693823
2479.730793_3030.950073,0.332539584,0,0,0.283534255,0.092493937,0.291432224
2479.730793_3130.950073,0.3832654,0.089455591,0.16238547,0,0,0.36489354
2479.730793_3230.950073,0.263618705,0.325341945,0.056321506,0.144113975,0.071833112,0.138770757
2479.730793_3330.950073,0.724123517,0.124861839,0,0.097141833,0,0.053872812
2479.730793_3430.950073,0.371222607,0.364511909,0,0.058555526,0,0.205709959
2479.730793_3530.950073,0.188059844,0.474761536,0.094170407,0.109684978,0.133323234,0
2479.730793_3630.950073,0.623476543,0.149028157,0,0.084594975,0.084038455,0.05886187
2479.730793_3730.950073,0.641211757,0.193204911,0,0.090829449,0,0.074753882
2479.730793_3830.950073,0.654589362,0.177870236,0,0,0,0.167540402
2479.730793_3930.950073,0.711558128,0.090913809,0,0,0,0.197528063
2479.730793_4030.950073,0.296897224,0.205395249,0.055495758,0.10411699,0,0.338094779
2479.730793_4130.950073,0.22241737,0,0,0.265162685,0.102979314,0.409440632
2479.730793_4230.950073,0.130584216,0,0.339875324,0,0.112003576,0.417536884
2579.730793_2730.950073,0,0.764876152,0.160597507,0.074526341,0,0
2579.730793_2830.950073,0.088734677,0.773606954,0,0,0,0.137658369
2579.730793_2930.950073,0.112738371,0,0.095239936,0.190241252,0.361880237,0.239900204
2579.730793_3030.950073,0.093912541,0.068816821,0,0.210349924,0.283403693,0.34351702
2579.730793_3130.950073,0,0.359210741,0.147814491,0,0.348597755,0.144377013
2579.730793_3230.950073,0.105164768,0.184919571,0,0.136312832,0.507757326,0.065845503
2579.730793_3330.950073,0.367210091,0,0.389796657,0,0,0.242993252
2579.730793_3430.950073,0.509196407,0.20317551,0,0,0.194611644,0.093016439
2579.730793_3530.950073,0.418122743,0.077800145,0,0.393907861,0,0.11016925
2579.730793_3630.950073,0.529899962,0,0,0,0.340666674,0.129433365
2579.730793_3730.950073,0.477088077,0.13085249,0,0.16655941,0.145147207,0.080352817
2579.730793_3830.950073,0.368194776,0,0,0.054076288,0.468326301,0.109402636
2579.730793_3930.950073,0.377342284,0.19779663,0.111298632,0.084533062,0.112931561,0.116097831
2579.730793_4030.950073,0.789517223,0.086232168,0,0,0,0.124250609
2579.730793_4130.950073,0.476346478,0,0,0.241392585,0,0.282260936
2579.730793_4230.950073,0.442093153,0,0,0.314423663,0.243483184,0
2679.730793_2730.950073,0,0.523218514,0.231768862,0,0,0.245012624
2679.730793_2830.950073,0.108802613,0.06210502,0,0.246350833,0.37590509,0.206836444
2679.730793_2930.950073,0,0.281152807,0.18649927,0,0.204775273,0.327572651
2679.730793_3030.950073,0.088399326,0.494070414,0,0,0.185475404,0.232054856
2679.730793_3130.950073,0.091108618,0,0,0.111772731,0.428488067,0.368630583
2679.730793_3230.950073,0.214951312,0.198950048,0,0.209394077,0,0.376704563
2679.730793_3330.950073,0.265798329,0,0,0.602093589,0,0.132108081
2679.730793_3430.950073,0.281150979,0.353309316,0.099001485,0.089332847,0,0.177205373
2679.730793_3530.950073,0.830794161,0,0,0,0,0.169205839
2679.730793_3630.950073,0.517084453,0,0.172113026,0,0.134058666,0.176743856
2679.730793_3730.950073,0.81998782,0,0,0.108447576,0,0.071564604
2679.730793_3830.950073,0.789355891,0.061926114,0,0.148717994,0,0
2679.730793_3930.950073,0.540685631,0.277455943,0,0.122862587,0,0.058995839
2679.730793_4030.950073,0.539522951,0,0,0.26531514,0,0.195161909
2679.730793_4130.950073,0.621253419,0.176448971,0,0.202297611,0,0
2679.730793_4230.950073,0.641752066,0.125914564,0,0.181999086,0,0.050334283
-2291.755065_-151.4568705,0,0.258477161,0.150601386,0.128641963,0.276417387,0.185862103
-2291.755065_-51.4568705,0.101709773,0.150548632,0,0.120510858,0.382753723,0.244477014
-2291.755065_1048.5431295,0.815613455,0,0,0.114002866,0,0.070383679
-2291.755065_1148.5431295,0.634165301,0.126548725,0.12692598,0.112359995,0,0
-2291.755065_1248.5431295,0.716103251,0.061631611,0,0.145738086,0.076527052,0
-2291.755065_1348.5431295,0.849701594,0,0,0.056646033,0,0.093652373
-2291.755065_148.5431295,0.188955256,0.336353217,0,0.106435017,0.120727709,0.247528801
-2291.755065_248.5431295,0.414593755,0.165020698,0,0,0.227074764,0.193310783
-2291.755065_348.5431295,0.213463373,0.066822655,0,0,0.585195129,0.134518843
-2291.755065_448.5431295,0.554042364,0,0.075833171,0,0.299800883,0.070323581
-2291.755065_48.5431295,0.247084489,0.151762897,0.208354567,0,0.071530891,0.321267155
-2291.755065_548.5431295,0.575737881,0,0,0.171676223,0.166220367,0.086365529
-2291.755065_648.5431295,0.50382385,0.168382935,0,0.114428867,0.115396172,0.097968176
-2291.755065_748.5431295,0.622946666,0.128318512,0,0.051830034,0.103314549,0.093590239
-2291.755065_848.5431295,0.547796328,0,0.154782199,0.240054752,0,0.057366721
-2291.755065_948.5431295,0.633748951,0.090333465,0,0.124008157,0.151909427,0
-2391.755065_-151.4568705,0.221034633,0.30570542,0,0,0.228293499,0.244966449
-2391.755065_-51.4568705,0.402195097,0,0,0.091462792,0,0.506342111
-2391.755065_1048.5431295,0.740286815,0.138930855,0,0,0,0.12078233
-2391.755065_1148.5431295,0.645356345,0,0.234324454,0,0,0.120319201
-2391.755065_1248.5431295,0.521652431,0.301128907,0.078737618,0,0,0.098481043
-2391.755065_1348.5431295,0.605032172,0.149037467,0,0.171004322,0,0.074926039
-2391.755065_148.5431295,0.305576757,0.064248344,0.307975463,0,0,0.322199436
-2391.755065_248.5431295,0.390258054,0.173128318,0.054051834,0.079875758,0.200077211,0.102608826
-2391.755065_348.5431295,0.710549963,0,0,0.289450037,0,0
-2391.755065_448.5431295,0.244637618,0.182417758,0.062543015,0.135170064,0.123363056,0.251868489
-2391.755065_48.5431295,0.43854874,0,0,0,0.101792614,0.459658647
-2391.755065_548.5431295,0.599943983,0.17331353,0.055249182,0,0,0.171493304
-2391.755065_648.5431295,0.622962083,0.138607394,0,0.09669531,0,0.141735212
-2391.755065_748.5431295,0.604337369,0.093583882,0,0,0.204193468,0.097885281
-2391.755065_848.5431295,0.337003395,0.485165274,0,0.177831331,0,0
-2391.755065_948.5431295,0.817994957,0.088387461,0,0,0,0.093617583
-2491.755065_-151.4568705,0.34679836,0,0.125804133,0,0,0.527397507
-2491.755065_-51.4568705,0.403390762,0,0,0.064938085,0.100453073,0.43121808
-2491.755065_1048.5431295,0.634563796,0.201773729,0.058776812,0,0,0.104885664
-2491.755065_1148.5431295,0.209238461,0.283640557,0,0.146177335,0,0.360943647
-2491.755065_1248.5431295,0.062496899,0.199075722,0,0,0.46962586,0.268801519
-2491.755065_1348.5431295,0,0.135821214,0.107033309,0,0.757145477,0
-2491.755065_148.5431295,0.635084143,0.167574769,0,0,0,0.197341088
-2491.755065_248.5431295,0.350254692,0.170979991,0.270990685,0,0,0.207774633
-2491.755065_348.5431295,0.214529829,0.217209749,0,0.225121647,0.272018333,0.071120442
-2491.755065_448.5431295,0.540157998,0,0,0,0.216080582,0.24376142
-2491.755065_48.5431295,0.332957745,0.319589366,0,0,0,0.347452889
-2491.755065_548.5431295,0.718761079,0,0,0,0,0.281238921
-2491.755065_648.5431295,0.795162028,0.082351359,0,0,0,0.122486613
-2491.755065_748.5431295,0.856232138,0,0,0,0.143767862,0
-2491.755065_848.5431295,0.863461565,0,0,0,0.082748236,0.053790199
-2491.755065_948.5431295,0.751986334,0.248013666,0,0,0,0
-2591.755065_-151.4568705,0.418155876,0.069339026,0.075729089,0.069569554,0.153332942,0.213873512
-2591.755065_-51.4568705,0.508636246,0.215217187,0,0.101334506,0,0.17481206
-2591.755065_1048.5431295,0.496742803,0.076284581,0,0.164460843,0.110518968,0.151992806
-2591.755065_1148.5431295,0,0.308586834,0.246648681,0.072395189,0.194827754,0.177541541
-2591.755065_1248.5431295,0,0.103866834,0,0,0.66086274,0.235270426
-2591.755065_1348.5431295,0,0,0.134353449,0,0.809178852,0.056467699
-2591.755065_148.5431295,0.398227891,0.183680178,0,0.132950012,0.09815288,0.186989039
-2591.755065_248.5431295,0.751576633,0.079062821,0,0,0,0.169360546
-2591.755065_348.5431295,0.547626665,0,0,0,0.141918142,0.310455193
-2591.755065_448.5431295,0.487419587,0.443532222,0,0.069048191,0,0
-2591.755065_48.5431295,0.316139852,0.179761593,0,0.072417149,0.228692652,0.202988755
-2591.755065_548.5431295,0.82108456,0.17891544,0,0,0,0
-2591.755065_648.5431295,0.625749475,0.240771006,0.068877426,0.064602093,0,0
-2591.755065_748.5431295,0.846427267,0,0,0.089937781,0,0.063634952
-2591.755065_848.5431295,0.580753533,0,0,0,0,0.419246467
-2591.755065_948.5431295,0.53981073,0.46018927,0,0,0,0
-2691.755065_-151.4568705,0.442136797,0.10251288,0,0.364110044,0.091240279,0
-2691.755065_-51.4568705,0.781130289,0,0,0.116807562,0,0.102062148
-2691.755065_1048.5431295,0.531192758,0,0,0,0.121914948,0.346892293
-2691.755065_1148.5431295,0.109592304,0.501501043,0,0.209695429,0,0.179211225
-2691.755065_1248.5431295,0,0.265790649,0,0,0.532779669,0.201429682
-2691.755065_1348.5431295,0,0.139014206,0.117433587,0,0.659800025,0.083752182
-2691.755065_148.5431295,0.794796065,0,0,0,0.106744647,0.098459288
-2691.755065_248.5431295,0.801475334,0.063358666,0,0,0.135166,0
-2691.755065_348.5431295,0.704767491,0.083529793,0.077572663,0,0,0.134130053
-2691.755065_448.5431295,0.740995084,0.178929751,0.080075165,0,0,0
-2691.755065_48.5431295,0.684963381,0.127039367,0,0.073581188,0,0.114416064
-2691.755065_548.5431295,0.647229149,0.167736702,0.054372739,0.13066141,0,0
-2691.755065_648.5431295,0.680588726,0.319411274,0,0,0,0
-2691.755065_748.5431295,0.498799275,0.250284094,0.105668789,0,0,0.145247842
-2691.755065_848.5431295,1,0,0,0,0,0
-2691.755065_948.5431295,0.327410333,0.175853464,0.07516049,0.057480985,0,0.364094729
-2791.755065_-151.4568705,0.874625368,0.125374632,0,0,0,0
-2791.755065_-51.4568705,0.944118937,0,0,0,0,0.055881063
-2791.755065_1048.5431295,0.36191774,0.136372019,0,0.118369455,0.205397753,0.177943032
-2791.755065_1148.5431295,0.449071792,0,0,0,0.059169292,0.491758916
-2791.755065_1248.5431295,0.213947108,0,0.204589235,0.139995777,0.14439044,0.29707744
-2791.755065_1348.5431295,0.071238653,0.106661396,0,0,0.645019111,0.17708084
-2791.755065_148.5431295,0.920124746,0.079875254,0,0,0,0
-2791.755065_248.5431295,1,0,0,0,0,0
-2791.755065_348.5431295,0.855936435,0.052855995,0,0,0.09120757,0
-2791.755065_448.5431295,0.710368667,0,0,0.108734866,0.078717137,0.10217933
-2791.755065_48.5431295,0.919774865,0,0,0,0,0.080225135
-2791.755065_548.5431295,0.642666503,0.094494112,0.052688615,0.210150771,0,0
-2791.755065_648.5431295,0.619886143,0.10467276,0,0,0.084856514,0.190584583
-2791.755065_748.5431295,0.531537432,0,0.115163449,0,0.108862061,0.244437058
-2791.755065_848.5431295,0.275506459,0.602535912,0,0,0,0.121957629
-2791.755065_948.5431295,0.698697067,0.233175653,0,0,0.06812728,0
-2891.755065_-151.4568705,1,0,0,0,0,0
-2891.755065_-51.4568705,0.891517789,0.057821387,0,0.050660824,0,0
-2891.755065_1048.5431295,0.767060083,0,0.180443055,0,0.052496862,0
-2891.755065_1148.5431295,0,0.372169381,0.085103292,0.465024538,0,0.077702789
-2891.755065_1248.5431295,0,0,0,0.512929144,0,0.487070856
-2891.755065_1348.5431295,0,0.106504784,0,0,0.198831823,0.694663393
-2891.755065_148.5431295,1,0,0,0,0,0
-2891.755065_248.5431295,0.93002192,0.06997808,0,0,0,0
-2891.755065_348.5431295,0.696643596,0.11659269,0,0.059356989,0,0.127406725
-2891.755065_448.5431295,0.63438786,0.080460509,0,0,0,0.285151632
-2891.755065_48.5431295,1,0,0,0,0,0
-2891.755065_548.5431295,0.617122903,0.149456966,0.116381565,0.117038566,0,0
-2891.755065_648.5431295,0.385469389,0.166244571,0,0,0,0.44828604
-2891.755065_748.5431295,0.736943397,0,0,0.13828961,0,0.124766993
-2891.755065_848.5431295,0.176993765,0.662892216,0.094557966,0,0,0.065556053
-2891.755065_948.5431295,0.291368153,0.371997669,0,0.172495244,0,0.164138934
-2991.755065_-151.4568705,0.281307601,0.301090599,0.344791908,0,0.072809892,0
-2991.755065_-51.4568705,0.927862984,0,0.072137016,0,0,0
-2991.755065_1048.5431295,0,0,0,1,0,0
-2991.755065_1148.5431295,0,0,0,0.85032278,0.14967722,0
