,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD,res_ss
1279.730793_2830.950073,0.2696845,0.189236512,0.14967238,0.140843312,0.146407233,0.104156062,0
1279.730793_2930.950073,0.246224431,0.104746029,0.095020909,0.107824295,0.198406211,0.247778125,0
1279.730793_3030.950073,0.194858215,0.180874905,0.177088865,0.174751088,0.14636094,0.126065988,0
1279.730793_3130.950073,0.24312099,0.195710482,0.082504144,0.112441967,0.209916085,0.156306332,0
1279.730793_3230.950073,0.085471931,0.108180847,0.100985122,0.167619895,2.16E-17,0.537742205,0
1279.730793_3330.950073,0.177063733,0.244765681,0.078294214,0.118054089,0.21950461,0.162317673,0
1279.730793_3430.950073,0.239343942,0.204342004,0.222152453,0.227141865,0.028140455,0.078879281,0
1279.730793_3530.950073,0.328410407,0.194041505,0.171133627,0.139274116,0.125419968,0.041720379,0
1279.730793_3630.950073,0.252366095,0.221344602,0.108202863,0.115879427,0.273105229,0.029101784,0
1279.730793_3730.950073,0.190299759,0.131924801,0.194526727,0.199680161,0.157026732,0.12654182,0
1279.730793_3830.950073,0.10676151,0.141395731,0.237324175,0.246169594,0.167757627,0.100591364,0
1279.730793_3930.950073,0.193899008,0.125176295,0.179956233,0.180190226,0.215558513,0.105219725,0
1279.730793_4030.950073,0.120829524,0.148774784,0.154085897,0.221598848,0.323265896,0.031445051,0
1279.730793_4130.950073,0.192547787,0.167784278,0.154814553,0.137502081,0.278078701,0.069272599,0
1279.730793_4230.950073,0.198309037,0.143906132,0.17569802,0.282184555,0.127835009,0.072067246,0
1379.730793_2730.950073,0.326931051,0.287935251,0.045230907,0.085836839,0.231676843,0.02238911,0
1379.730793_2830.950073,0.209746177,0.170696505,0.121488937,0.16218012,0.14832495,0.187563311,0
1379.730793_2930.950073,0.225161265,0.11917821,0.107042663,0.146053651,0.190914521,0.211649691,0
1379.730793_3030.950073,0.288248248,0.11770276,0.171559603,0.169054719,0.136770222,0.116664448,0
1379.730793_3130.950073,0.165264684,0.081999907,0.096355867,0.12930195,0.229362109,0.297715483,0
1379.730793_3230.950073,0.346451467,0.119121601,0.068542117,0.131542069,0.194842646,0.139500099,0
1379.730793_3330.950073,0.285718776,0.160090379,0.202050983,0.167949612,0.092408737,0.091781513,0
1379.730793_3430.950073,0.247385647,0.142427706,0.202696107,0.186250319,0.119756399,0.101483822,0
1379.730793_3530.950073,0.250477076,0.225700127,0.185539772,0.14745022,0.098032505,0.092800301,0
1379.730793_3630.950073,0.258805742,0.143180562,0.158346754,0.225228084,0.161322283,0.053116575,0
1379.730793_3730.950073,0.135176334,0.082121244,0.180720737,0.183767316,0.25554903,0.162665339,0
1379.730793_3830.950073,0.140407542,0.083536082,0.116235754,0.235143265,0.3725937,0.052083657,0
1379.730793_3930.950073,0.233654196,0.245438804,0.144579142,0.16390149,0.159790908,0.05263546,0
1379.730793_4030.950073,0.244521518,0.157518975,0.134504745,0.186503677,0.240649398,0.036301687,0
1379.730793_4130.950073,0.217785397,0.160537941,0.189392141,0.232143634,0.012594009,0.187546878,0
1379.730793_4230.950073,0.14072041,0.146767442,0.12275286,0.159126154,0.180915838,0.249717295,0
1479.730793_2730.950073,0.187819892,0.287501673,0.111173701,0.202181201,0.073036591,0.138286941,0
1479.730793_2830.950073,0.229814661,0.162502299,0.144491037,0.206245965,0.164950872,0.091995167,0
1479.730793_2930.950073,0.200292816,0.178991466,0.208101006,0.22992257,0.085646282,0.097045859,0
1479.730793_3030.950073,0.282308667,0.109656207,0.190664865,0.193319532,0.095015056,0.129035674,0
1479.730793_3130.950073,0.326193668,0.179955455,0.112873719,0.15719676,0.142713064,0.081067335,0
1479.730793_3230.950073,0.161783659,0.12958557,0.29602815,0.186895907,0.087259888,0.138446827,0
1479.730793_3330.950073,0.237294321,0.128201452,0.18910743,0.156254975,0.167260371,0.12188145,0
1479.730793_3430.950073,0.151847966,0.296024599,0.160711328,0.172290263,0.145112064,0.074013779,0
1479.730793_3530.950073,0.176376563,0.171181884,0.143538533,0.18591788,0.17087704,0.1521081,0
1479.730793_3630.950073,0.193150303,0.128369453,0.161789368,0.232269171,0.203746228,0.080675476,0
1479.730793_3730.950073,0.193822683,0.119713352,0.17668532,0.223889843,0.22583775,0.060051051,0
1479.730793_3830.950073,0.223356699,0.165128701,0.167914368,0.182538419,0.239699942,0.02136187,0
1479.730793_3930.950073,0.196196937,0.176636592,0.154968413,0.138142737,0.237175855,0.096879466,0
1479.730793_4030.950073,0.210810732,0.077403125,0.173302625,0.204043292,0.299994915,0.034445311,0
1479.730793_4130.950073,0.19590111,0.150821748,0.097891852,0.15415471,0.210706377,0.190524203,0
1479.730793_4230.950073,0.138976523,0.089751863,0.025132487,0.040865173,0.174754661,0.530519293,0
1579.730793_2730.950073,0.279314999,0.232082887,0.153482432,0.189453591,0.063391841,0.08227425,0
1579.730793_2830.950073,0.217411561,0.267370599,0.167071581,0.217741207,0.093635691,0.03676936,0
1579.730793_2930.950073,0.191292858,0.154831029,0.18147128,0.216179878,0.234681188,0.021543768,0
1579.730793_3030.950073,0.202414799,0.143511028,0.217381726,0.222011964,0.156175952,0.058504531,0
1579.730793_3130.950073,0.317946237,0.188691731,0.149340854,0.156470204,0.120251185,0.067299789,0
1579.730793_3230.950073,0.200890985,0.136757837,0.262492347,0.17483743,0.12236651,0.102654892,0
1579.730793_3330.950073,0.186231692,0.215354748,0.160712105,0.178208243,0.179066702,0.080426511,0
1579.730793_3430.950073,0.173502883,0.147791761,0.227039562,0.197358964,0.169825009,0.084481821,0
1579.730793_3530.950073,0.235709075,0.137106977,0.239743051,0.238662873,0.113699985,0.035078038,0
1579.730793_3630.950073,0.167387694,0.186350236,0.151304603,0.222111329,0.205256185,0.067589953,0
1579.730793_3730.950073,0.20870234,0.12536846,0.180917783,0.192690075,0.151891076,0.140430266,0
1579.730793_3830.950073,0.194327856,0.125347675,0.194045543,0.252376013,0.166214689,0.067688225,0
1579.730793_3930.950073,0.164512411,0.202220697,0.160119083,0.251332826,0.096272614,0.125542369,0
1579.730793_4030.950073,0.268113206,0.133354105,0.100133034,0.201157926,0.145309178,0.151932551,0
1579.730793_4130.950073,0.255667918,0.111651832,0.221408447,0.148474477,0.124974269,0.137823057,0
1579.730793_4230.950073,0.1205392,0.17907564,0.183218952,0.102975579,0.108610012,0.305580618,0
1679.730793_2730.950073,0.182845859,0.227245496,0.154016462,0.290003212,0.062683295,0.083205676,0
1679.730793_2830.950073,0.1943571,0.182135574,0.122967358,0.198780554,0.214376832,0.087382582,0
1679.730793_2930.950073,0.182376301,0.312566713,0.191460359,0.208991441,0.053986801,0.050618386,0
1679.730793_3030.950073,0.251791873,0.20727526,0.158048531,0.218842969,0.144045547,0.01999582,0
1679.730793_3130.950073,0.153410525,0.216915913,0.145911222,0.197500779,0.234320304,0.051941258,0
1679.730793_3230.950073,0.177096536,0.142971721,0.149814166,0.268042349,0.105540063,0.156535164,0
1679.730793_3330.950073,0.231049397,0.2051785,0.212549678,0.227310716,0.070884834,0.053026875,0
1679.730793_3430.950073,0.256370738,0.126224457,0.173431014,0.225176202,0.153465664,0.065331924,0
1679.730793_3530.950073,0.23143235,0.168990677,0.134780399,0.17707647,0.207699211,0.080020893,0
1679.730793_3630.950073,0.242353637,0.190702956,0.137349895,0.177493978,0.160506384,0.091593149,0
1679.730793_3730.950073,0.296928226,0.100770377,0.204204904,0.210674133,0.125467312,0.061955047,0
1679.730793_3830.950073,0.27121886,0.117554609,0.117451116,0.165457078,0.212799078,0.115519258,0
1679.730793_3930.950073,0.166898013,0.137036805,0.147520532,0.233705998,0.138666543,0.17617211,0
1679.730793_4030.950073,0.303051965,0.147703159,0.094084029,0.1359362,0.175769228,0.14345542,0
1679.730793_4130.950073,0.334969368,0.275986543,0.087160811,0.095026684,0.109614334,0.09724226,0
1679.730793_4230.950073,0.294622054,0.112868267,0.081270061,0.099665727,0.217193433,0.194380458,0
1779.730793_2730.950073,0.184492673,0.301998644,0.121432969,0.221137841,0.074543943,0.09639393,0
1779.730793_2830.950073,0.216346393,0.161876704,0.185618429,0.237137667,0.121033209,0.077987599,0
1779.730793_2930.950073,0.179931186,0.147898468,0.232305757,0.23941246,0.122399947,0.078052183,0
1779.730793_3030.950073,0.220430536,0.130364109,0.255325589,0.266174575,0.072083839,0.055621352,0
1779.730793_3130.950073,0.18291236,0.122405319,0.234287178,0.278147398,0.131721971,0.050525774,0
1779.730793_3230.950073,0.239999796,0.166166624,0.197504054,0.214482525,0.107415532,0.074431469,0
1779.730793_3330.950073,0.15864733,0.157995385,0.191869132,0.272926205,0.120423859,0.098138089,0
1779.730793_3430.950073,0.165739709,0.250172706,0.179845442,0.266381483,0.11130449,0.026556171,0
1779.730793_3530.950073,0.215783804,0.083024091,0.234516332,0.215076891,0.196709005,0.054889878,0
1779.730793_3630.950073,0.256963797,0.137093109,0.254245825,0.263631786,0.022306395,0.065759087,0
1779.730793_3730.950073,0.248515951,0.193166196,0.124409424,0.185545943,0.191432201,0.056930286,0
1779.730793_3830.950073,0.295223607,0.197354365,0.127046731,0.181160493,0.122636204,0.0765786,0
1779.730793_3930.950073,0.298940481,0.145265593,0.134545838,0.190611738,0.135502008,0.095134342,0
1779.730793_4030.950073,0.336529299,0.129604341,0.075528581,0.138339631,0.28643642,0.033561728,0
1779.730793_4130.950073,0.309149617,0.228406095,0.108520619,0.12008816,0.052193144,0.181642365,0
1779.730793_4230.950073,0.469211096,0.081982101,0.077708032,0.068247578,0.188766685,0.114084508,0
1879.730793_2730.950073,0.324266688,0.154359984,0.085398396,0.080725176,0.275053612,0.080196145,0
1879.730793_2830.950073,0.164338938,0.168723565,0.164658961,0.266093464,0.163863227,0.072321845,0
1879.730793_2930.950073,0.246264902,0.234330392,0.193266895,0.250421953,0.029697915,0.046017943,0
1879.730793_3030.950073,0.212909121,0.232310422,0.175123119,0.221669212,0.077375165,0.080612961,0
1879.730793_3130.950073,0.246542348,0.134678344,0.181276379,0.216481867,0.176158358,0.044862705,0
1879.730793_3230.950073,0.244547425,0.186149631,0.154311619,0.24034671,0.136284654,0.038359961,0
1879.730793_3330.950073,0.298199252,0.162840764,0.169901523,0.170905716,0.135337678,0.062815066,0
1879.730793_3430.950073,0.206889767,0.222844596,0.161836278,0.178513794,0.196269864,0.033645701,0
1879.730793_3530.950073,0.286607334,0.18135907,0.114058647,0.171753772,0.167117599,0.079103579,0
1879.730793_3630.950073,0.225767509,0.179739022,0.171501188,0.22885693,0.125894668,0.068240684,0
1879.730793_3730.950073,0.253937336,0.150692322,0.175582986,0.191452886,0.116190694,0.112143777,0
1879.730793_3830.950073,0.39517214,0.174145303,0.111139502,0.117497315,0.156019114,0.046026625,0
1879.730793_3930.950073,0.166418966,0.140688114,0.163541044,0.177449966,0.205013893,0.146888018,0
1879.730793_4030.950073,0.252687136,0.071625303,0.064831455,0.015442138,0.47978907,0.115624898,0
1879.730793_4230.950073,0.482233646,0.152728374,0.066332505,0.011435759,0.249332947,0.037936769,0
1979.730793_2730.950073,0.275163529,0.167192575,0.018136943,0.069783269,0.2848435,0.184880184,0
1979.730793_2830.950073,0.186067545,0.161368179,0.099892517,0.172991197,0.272118888,0.107561674,0
1979.730793_2930.950073,0.25980685,0.18914004,0.109565286,0.274321663,0.107984857,0.059181303,0
1979.730793_3030.950073,0.259117111,0.136204041,0.199857824,0.257029895,0.074735176,0.073055952,0
1979.730793_3130.950073,0.200634319,0.114664179,0.203873007,0.309821235,0.088919346,0.082087914,0
1979.730793_3230.950073,0.244479577,0.264692334,0.116624077,0.154226291,0.16076366,0.059214061,0
1979.730793_3330.950073,0.404916484,0.144499243,0.117188454,0.181582575,0.104722645,0.047090599,0
1979.730793_3430.950073,0.240642749,0.167196689,0.14927783,0.189769054,0.211943,0.041170679,0
1979.730793_3530.950073,0.209797867,0.096382035,0.139107526,0.202010809,0.187420835,0.165280927,0
1979.730793_3630.950073,0.284191927,0.202598933,0.132279654,0.185966642,0.179669614,0.01529323,0
1979.730793_3730.950073,0.309245681,0.145180461,0.106341104,0.179904618,0.210025851,0.049302285,0
1979.730793_3830.950073,0.348633771,0.151694551,0.101037508,0.236068327,0.109576385,0.052989459,0
1979.730793_3930.950073,0.23340943,0.078810203,0.144413236,0.206662536,0.234423261,0.102281334,0
1979.730793_4230.950073,0.506866978,0.119726149,0.039900933,0.050178228,0.229599925,0.053727787,0
2079.730793_2730.950073,0.074321614,0,0.006674702,0.034373003,0.376643925,0.507986756,7.27E-34
2079.730793_2830.950073,0.175381152,0.135208793,0.161297703,0.217683499,0.165120761,0.145308093,0
2079.730793_2930.950073,0.228421025,0.142912049,0.184822528,0.247949113,0.13396663,0.061928656,0
2079.730793_3030.950073,0.206398821,0.123102058,0.217924887,0.285720907,0.11918266,0.047670667,0
2079.730793_3130.950073,0.155628882,0.206783951,0.241390256,0.271816717,0.080198633,0.044181561,0
2079.730793_3230.950073,0.227749807,0.207514378,0.225422116,0.223167303,0.040010097,0.076136299,0
2079.730793_3330.950073,0.184082651,0.137733128,0.222095555,0.266633076,0.097508316,0.091947274,0
2079.730793_3430.950073,0.178634794,0.087718799,0.202289556,0.328820705,0.13572741,0.066808736,0
2079.730793_3530.950073,0.11799012,0.134594738,0.229707505,0.323385633,0.160041554,0.03428045,0
2079.730793_3630.950073,0.207979906,0.155955893,0.158354292,0.232527146,0.153933935,0.091248829,0
2079.730793_3730.950073,0.285008435,0.190343301,0.09132341,0.169986423,0.198879981,0.064458451,0
2079.730793_3830.950073,0.239251525,0.275424785,0.089325864,0.161578302,0.217682738,0.016736786,0
2079.730793_3930.950073,0.258247327,0.18406712,0.128200849,0.150409482,0.194922351,0.08415287,0
2079.730793_4030.950073,0.359985494,0.141869717,0.111193359,0.176497757,0.154537991,0.055915682,0
2079.730793_4130.950073,0.297606594,0.102254147,0.053418642,0.082933929,0.14849472,0.315291968,0
2079.730793_4230.950073,0.31003183,0.08615754,0.166728444,0.15501975,0.251562358,0.030500078,0
2179.730793_2730.950073,0.068354399,0.043984331,0.012704055,0.045794605,0.368638871,0.460523739,0
2179.730793_2830.950073,0.207081136,0.171577464,0.154914373,0.223212389,0.16335652,0.079858118,0
2179.730793_2930.950073,0.285172852,0.183712145,0.181549895,0.238458041,0.067570025,0.043537042,0
2179.730793_3030.950073,0.130371385,0.079539458,0.157055256,0.315212527,0.273634456,0.044186919,0
2179.730793_3130.950073,0.148993349,0.190280233,0.219400702,0.297736357,0.085355875,0.058233484,0
2179.730793_3230.950073,0.176967168,0.159345875,0.22967543,0.247911913,0.118238557,0.067861058,0
2179.730793_3330.950073,0.186079263,0.105860385,0.165676573,0.199210538,0.240289216,0.102884025,0
2179.730793_3430.950073,0.167486366,0.094653907,0.21615868,0.263555332,0.160497132,0.097648583,0
2179.730793_3530.950073,0.216902543,0.118228661,0.207475721,0.260329997,0.11979311,0.077269968,0
2179.730793_3630.950073,0.275411753,0.128968564,0.173110502,0.205479371,0.186418648,0.030611162,0
2179.730793_3730.950073,0.301555116,0.088564593,0.188791761,0.214012443,0.143300213,0.063775873,0
2179.730793_3830.950073,0.361356945,0.12970735,0.149312747,0.184872747,0.108980825,0.065769385,0
2179.730793_3930.950073,0.272233626,0.272661207,0.10869991,0.13350073,0.140775977,0.072128549,0
2179.730793_4030.950073,0.316598622,0.233544089,0.080626505,0.104326385,0.166815395,0.098089004,0
2179.730793_4130.950073,0.248164575,0.309103795,0.061124127,0.080910619,0.065253114,0.23544377,0
2179.730793_4230.950073,0.304086257,0.080332579,0.107728277,0.115714719,0.14870947,0.243428697,0
2279.730793_2730.950073,0.415956829,0.046188608,0.034420579,0.023955319,0.271010956,0.208467709,0
2279.730793_2830.950073,0.301921929,0.179967728,0.119124594,0.196313961,0.127824534,0.074847254,0
2279.730793_2930.950073,0.176958053,0.082788931,0.164966409,0.196532655,0.253454791,0.125299161,0
2279.730793_3030.950073,0.170572385,0.105599748,0.25109953,0.257155614,0.110867518,0.104705204,0
2279.730793_3130.950073,0.2022121,0.123194582,0.204987983,0.185725058,0.133635445,0.150244832,0
2279.730793_3230.950073,0.19413257,0.147435277,0.195017105,0.175589725,0.207792181,0.080033143,0
2279.730793_3330.950073,0.204510239,0.132116707,0.182787664,0.248843466,0.159778837,0.071963087,0
2279.730793_3430.950073,0.151317419,0.181509803,0.192798577,0.211743807,0.176877825,0.085752569,0
2279.730793_3530.950073,0.178312737,0.223502759,0.141830863,0.245777722,0.108604066,0.101971853,0
2279.730793_3630.950073,0.163702439,0.15887348,0.183500738,0.24627772,0.192956015,0.054689609,0
2279.730793_3730.950073,0.263635306,0.212289484,0.141766135,0.199006157,0.104750062,0.078552857,0
2279.730793_3830.950073,0.197707128,0.192811339,0.134117832,0.189958058,0.201735036,0.083670607,0
2279.730793_3930.950073,0.203632236,0.183543982,0.161904781,0.190115655,0.130462802,0.130340544,0
2279.730793_4030.950073,0.224171067,0.17661878,0.165659965,0.218179075,0.112082951,0.103288163,0
2279.730793_4130.950073,0.269809101,0.194835426,0.134943688,0.171269631,0.016537687,0.212604468,0
2279.730793_4230.950073,0.194707569,0.128414541,0.073078037,0.091138377,0.196950154,0.315711321,0
2379.730793_2730.950073,0.101302859,0.197503059,0.107348875,0.060837353,0.334622828,0.198385026,0
2379.730793_2830.950073,0.266987423,0.110893749,0.227029804,0.211668981,0.106594635,0.076825407,0
2379.730793_2930.950073,0.203707834,0.206406759,0.15802697,0.191197033,0.113233894,0.127427511,0
2379.730793_3030.950073,0.157795049,0.253941957,0.125940123,0.200667255,0.208254809,0.053400807,0
2379.730793_3130.950073,0.28772947,0.168325549,0.174656085,0.164429865,0.125009245,0.079849786,0
2379.730793_3230.950073,0.25680526,0.157148314,0.21011817,0.165852749,0.145477945,0.064597563,0
2379.730793_3330.950073,0.197274422,0.146874279,0.186305434,0.146863576,0.147182198,0.175500092,0
2379.730793_3430.950073,0.206501307,0.11709195,0.259150236,0.23816674,0.088677425,0.090412343,0
2379.730793_3530.950073,0.219497432,0.207755906,0.094731363,0.145368769,0.164008594,0.168637936,0
2379.730793_3630.950073,0.231228691,0.127137488,0.161961612,0.210312817,0.203282754,0.066076639,0
