,Astrocyte,Endothelial,Inhibitory,Microglia,OD,Excitatory,Others_cellf
-3471.778086_3645.402956,0.001583833,0.003354868,2.56E-05,0.003251911,0.13800263,0.41741994,0.43636125
-3471.778086_3745.402956,0.002150659,0.017615147,2.52E-05,0.00604785,0.13549657,0.45389834,0.3847662
-3471.778086_3845.402956,0.005156596,0.003343218,0.000111089,0.001137424,0.14696568,0.52210766,0.32117835
-3471.778086_3945.402956,0.002774682,0.003004888,0.000163288,0.005837923,0.10563546,0.568809,0.31377473
-3471.778086_4045.402956,0.017868865,0.018697286,5.95E-05,0.006286509,0.1112788,0.5667633,0.2790457
-3471.778086_4145.402956,0.007803528,0.014774024,3.74E-05,0.002391817,0.17043665,0.4613061,0.34325048
-3471.778086_4245.402956,0.002513234,0.009726314,2.87E-05,0.005304341,0.08568044,0.53924656,0.35750037
1179.730793_2730.950073,0.022674626,0.08597696,0.00017025,0.013128602,0.22774948,0.28289655,0.36740357
1179.730793_2830.950073,0.005622916,0.018495046,9.68E-05,0.003993528,0.1608739,0.40832362,0.40259418
1179.730793_2930.950073,0.004895357,0.006684261,3.92E-05,0.004725627,0.24807389,0.419971,0.31561062
1179.730793_3030.950073,0.001306668,0.017170444,2.05E-05,0.009731895,0.14850348,0.44028562,0.38298133
1179.730793_3130.950073,0.009751678,0.018316017,2.09E-05,0.011393721,0.07978098,0.53926325,0.34147346
1179.730793_3230.950073,0.003695912,0.003244679,9.49E-05,0.002159669,0.18795194,0.4004507,0.4024022
1179.730793_3330.950073,0.006124711,0.03897628,2.24E-05,0.009510224,0.19939218,0.34973854,0.3962357
1179.730793_3430.950073,0.002585808,0.004544518,0.000105992,0.003000781,0.18530875,0.36924753,0.4352066
1179.730793_3530.950073,0.001196155,0.001544697,1.97E-05,0.003328631,0.04835735,0.60048217,0.34507135
1179.730793_3630.950073,0.001935936,0.017826186,3.87E-05,0.010038237,0.059454028,0.49094808,0.41975877
1179.730793_3730.950073,0.004521137,0.002918138,6.74E-05,0.001871918,0.059961602,0.61417836,0.31648147
1179.730793_3830.950073,0.002095151,0.001007904,2.54E-05,0.003690467,0.10713116,0.5473533,0.3386965
1179.730793_3930.950073,0.001542408,0.015150519,2.46E-05,0.006207353,0.09018826,0.52754694,0.35934
1179.730793_4030.950073,0.001740414,0.009704954,3.52E-05,0.006313913,0.10510284,0.5047105,0.37239215
1179.730793_4130.950073,0.001200762,0.004445785,3.42E-05,0.003071463,0.06541481,0.60674834,0.3190846
1179.730793_4230.950073,0.003807542,0.021497438,4.32E-05,0.005077465,0.070130415,0.5544352,0.34500876
1279.730793_2730.950073,0.058977604,0.06525266,0.000291956,0.01447504,0.32287243,0.17852286,0.3596075
1279.730793_2830.950073,0.00247753,0.023372548,6.92E-06,0.01437942,0.14888175,0.44104123,0.36984056
1279.730793_2930.950073,0.003095138,0.02214483,1.59E-05,0.008962805,0.2801952,0.2680944,0.41749173
1279.730793_3030.950073,0.029472282,0.033298068,0.000186821,0.007901174,0.05846182,0.50323147,0.36744836
1279.730793_3130.950073,0.002817291,0.027208036,1.91E-05,0.016207049,0.21722649,0.31699422,0.41952783
1279.730793_3230.950073,0.000757515,0.002860371,0.000110348,0.004282754,0.15766849,0.48539594,0.34892452
1279.730793_3330.950073,0.006151488,0.03063633,3.31E-05,0.011904337,0.24683234,0.22732323,0.47711918
1279.730793_3430.950073,0.002440211,0.015760005,3.38E-05,0.009733326,0.12835546,0.35357395,0.4901032
1279.730793_3530.950073,0.010462565,0.010095932,5.98E-06,0.002029402,0.04409968,0.6118198,0.32148665
1279.730793_3630.950073,0.010904176,0.04735606,1.62E-05,0.011461599,0.10512249,0.41903892,0.40610057
1279.730793_3730.950073,0.000621117,0.005321235,1.77E-05,0.006837875,0.14765172,0.4241346,0.41541576
1279.730793_3830.950073,0.002071288,0.004320477,5.95E-05,0.006911757,0.04662221,0.601365,0.33864984
1279.730793_3930.950073,0.0007631,0.004391014,2.15E-05,0.013285118,0.058984835,0.56156814,0.36098635
1279.730793_4030.950073,0.002149044,0.016481698,2.99E-05,0.010518784,0.08715151,0.52071226,0.3629568
1279.730793_4130.950073,0.002747404,0.023126943,2.20E-05,0.029554943,0.1579376,0.40194622,0.3846648
1279.730793_4230.950073,0.003595415,0.001868327,1.39E-05,0.001176984,0.053845648,0.6922837,0.247216
1379.730793_2730.950073,0.2518835,0.24968126,0.000715058,0.011680384,0.14179155,0.090518415,0.25372982
1379.730793_2830.950073,0.001542596,0.017662395,9.55E-06,0.005312542,0.1867209,0.40822858,0.3805235
1379.730793_2930.950073,0.001660344,0.00975705,2.96E-05,0.006776066,0.20487548,0.33326355,0.4436379
1379.730793_3030.950073,0.02233546,0.014135901,8.83E-05,0.005578274,0.16578819,0.40427065,0.3878032
1379.730793_3130.950073,0.001875417,0.010818989,1.26E-05,0.009236005,0.21741003,0.38566703,0.3749799
1379.730793_3230.950073,0.009822845,0.010800964,0.000214629,0.002668736,0.22379708,0.29351512,0.45918062
1379.730793_3330.950073,0.001273734,0.011991804,8.34E-06,0.005952154,0.16508695,0.43014854,0.38553843
1379.730793_3430.950073,0.001940639,0.002163665,1.51E-05,0.001249358,0.05782139,0.61913735,0.31767255
1379.730793_3530.950073,0.006161228,0.028904982,1.30E-05,0.009988921,0.10538394,0.48547754,0.3640704
1379.730793_3630.950073,0.009669222,0.010796584,2.56E-05,0.003265278,0.054567438,0.59995896,0.32171693
1379.730793_3730.950073,0.000930355,0.00260004,6.98E-05,0.00351351,0.15285352,0.51226026,0.3277725
1379.730793_3830.950073,0.003069232,0.005682922,5.00E-05,0.004916828,0.05323224,0.5789324,0.35411644
1379.730793_3930.950073,0.006968394,0.01925882,2.51E-05,0.014564129,0.07455888,0.5355295,0.3490952
1379.730793_4030.950073,0.003167473,0.006948118,2.88E-05,0.004844937,0.08810286,0.49031556,0.40659222
1379.730793_4130.950073,0.000503765,0.003698026,3.28E-05,0.002917021,0.13230215,0.48333743,0.37720883
1379.730793_4230.950073,0.001571756,0.019574272,2.00E-05,0.00859659,0.21947175,0.3099553,0.44081035
1479.730793_2730.950073,0.004464567,0.014650517,3.88E-05,0.007951497,0.07836598,0.43073222,0.46379632
1479.730793_2830.950073,0.04317483,0.03419168,0.000127162,0.006813929,0.112124085,0.3608839,0.44268444
1479.730793_2930.950073,0.010257151,0.027317492,2.59E-05,0.012631741,0.11568145,0.42519626,0.40889004
1479.730793_3030.950073,0.008024184,0.004307734,4.67E-05,0.003398893,0.11396692,0.43779677,0.43245885
1479.730793_3130.950073,0.004293654,0.013005861,1.32E-05,0.009819059,0.1758873,0.3941,0.4028809
1479.730793_3230.950073,0.000952611,0.004130666,1.41E-05,0.006334989,0.09511762,0.5231478,0.3703022
1479.730793_3330.950073,0.002240528,0.006588964,2.03E-05,0.011825029,0.11112254,0.37497774,0.49322483
1479.730793_3430.950073,0.018993782,0.04446786,0.000229654,0.011972595,0.07001626,0.34836766,0.5059522
1479.730793_3530.950073,0.002551619,0.012833926,2.63E-05,0.003462842,0.16258809,0.42369914,0.3948382
1479.730793_3630.950073,0.001715737,0.004292193,4.02E-05,0.002967822,0.1034889,0.52416706,0.3633281
1479.730793_3730.950073,0.010885832,0.01827959,9.34E-05,0.004542605,0.09806372,0.47136265,0.39677224
1479.730793_3830.950073,0.037597362,0.048614945,0.00012286,0.004828499,0.06280875,0.41862202,0.42740557
1479.730793_3930.950073,0.002362431,0.01816866,1.94E-05,0.011033647,0.15909466,0.3874693,0.42185187
1479.730793_4030.950073,0.002549329,0.00337355,3.85E-05,0.007793517,0.06712559,0.5494438,0.36967576
1479.730793_4130.950073,0.001588018,0.018486684,1.25E-05,0.00743165,0.239557,0.2826273,0.4502967
1479.730793_4230.950073,0.21049903,0.07661434,0.000459413,0.020839252,0.290814,0.12505984,0.27571413
1579.730793_2730.950073,0.040599488,0.010138489,8.60E-05,0.007640729,0.09547413,0.4172585,0.42880273
1579.730793_2830.950073,0.01699582,0.034607366,4.70E-05,0.01291336,0.11207883,0.45598578,0.36737186
1579.730793_2930.950073,0.024299853,0.024711931,8.38E-05,0.006059934,0.083467335,0.49271077,0.36866638
1579.730793_3030.950073,0.001995944,0.009290114,1.44E-05,0.005297082,0.08509875,0.51700985,0.38129383
1579.730793_3130.950073,0.003271361,0.017615974,8.09E-06,0.004253088,0.1091788,0.5391794,0.32649338
1579.730793_3230.950073,0.003454686,0.003904784,4.20E-05,0.00174798,0.037108682,0.62407446,0.32966736
1579.730793_3330.950073,0.001299503,0.012619497,3.46E-05,0.007626695,0.14517005,0.375227,0.4580226
1579.730793_3430.950073,0.001096436,0.005201057,2.17E-05,0.010690023,0.07956443,0.47463727,0.42878902
1579.730793_3530.950073,0.002881386,0.009584141,2.81E-05,0.003490377,0.07221005,0.53446513,0.3773408
1579.730793_3630.950073,0.009900575,0.022433748,0.000131824,0.004259909,0.10051771,0.4093058,0.45345044
1579.730793_3730.950073,0.004933482,0.005021938,2.23E-05,0.004123569,0.11840052,0.455965,0.41153318
1579.730793_3830.950073,0.007106052,0.001894546,7.29E-05,0.00222937,0.044517606,0.56070864,0.3834709
1579.730793_3930.950073,0.001602606,0.015176724,2.19E-05,0.012600462,0.08920509,0.50465894,0.37673435
1579.730793_4030.950073,0.001684881,0.00821371,3.67E-05,0.012018751,0.1900772,0.3332794,0.45468932
1579.730793_4130.950073,0.00393011,0.006512563,2.01E-05,0.008848014,0.133163,0.44858697,0.3989392
1579.730793_4230.950073,0.0041038,0.030145453,3.30E-05,0.007671365,0.28042993,0.29607618,0.38154036
1679.730793_2730.950073,0.013011718,0.008313181,5.67E-05,0.001417754,0.045704346,0.59388226,0.337614
1679.730793_2830.950073,0.02774935,0.04274689,0.000124494,0.011041191,0.14762017,0.33132553,0.43939236
1679.730793_2930.950073,0.006528467,0.032023173,2.24E-05,0.004007721,0.06386899,0.5704609,0.32308838
1679.730793_3030.950073,0.12195917,0.10858115,0.000109858,0.002564497,0.06609636,0.35988915,0.3407998
1679.730793_3130.950073,0.02605907,0.05797699,0.00012748,0.007163149,0.08522274,0.43742797,0.38602266
1679.730793_3230.950073,0.001789584,0.014335073,2.42E-05,0.001991604,0.19632347,0.4180512,0.3674849
1679.730793_3330.950073,0.003117901,0.016227772,1.18E-05,0.005605452,0.11060808,0.49235556,0.37207353
1679.730793_3430.950073,0.007298478,0.012032948,2.56E-05,0.003425097,0.11955974,0.5133691,0.34428903
1679.730793_3530.950073,0.006686126,0.014859833,3.84E-05,0.006369697,0.11188428,0.4227921,0.4373695
1679.730793_3630.950073,0.002912346,0.019924568,2.22E-05,0.005344587,0.1090089,0.46053672,0.4022507
1679.730793_3730.950073,0.001448951,0.001717838,1.27E-05,0.00096472,0.07151439,0.59958243,0.324759
1679.730793_3830.950073,0.003806928,0.009219402,2.04E-05,0.003536201,0.17024772,0.46498406,0.3481853
1679.730793_3930.950073,0.000770344,0.001414331,8.43E-05,0.004901814,0.122404516,0.49695662,0.37346798
1679.730793_4030.950073,0.002645567,0.017292874,1.96E-05,0.007380984,0.21530807,0.34737995,0.40997294
1679.730793_4130.950073,0.009677773,0.04702526,3.26E-05,0.017753791,0.20130776,0.28586534,0.4383375
1679.730793_4230.950073,0.007525842,0.029310768,1.37E-05,0.009019006,0.23261695,0.3695693,0.3519444
1779.730793_2730.950073,0.011829317,0.07214781,4.62E-05,0.008977681,0.15335508,0.37033617,0.38330773
1779.730793_2830.950073,0.014933145,0.024313832,0.000133333,0.003160895,0.063482426,0.4740253,0.41995114
1779.730793_2930.950073,0.00779379,0.002049218,4.35E-05,0.000830211,0.0741902,0.5883488,0.32674423
1779.730793_3030.950073,0.03747387,0.012017218,0.000198481,0.000974,0.043744702,0.5093834,0.39620835
1779.730793_3130.950073,0.001657681,0.011240357,2.77E-05,0.00729639,0.08318814,0.4786621,0.41792756
1779.730793_3230.950073,0.003491003,0.015755516,1.07E-05,0.002597707,0.13482459,0.47583395,0.3674866
1779.730793_3330.950073,0.000985284,0.009362085,2.67E-05,0.005120519,0.08261053,0.4699581,0.4319367
1779.730793_3430.950073,0.003088223,0.023858637,4.08E-05,0.006045516,0.09030722,0.44305068,0.43360892
1779.730793_3530.950073,0.001890897,0.005845794,1.50E-05,0.009628621,0.06034516,0.55441505,0.36785942
1779.730793_3630.950073,0.00607679,0.010069802,0.00018166,0.004259992,0.05886758,0.49204358,0.42850062
1779.730793_3730.950073,0.002850511,0.01432877,3.14E-05,0.004060695,0.10827768,0.4284891,0.44196188
1779.730793_3830.950073,0.033854,0.030523006,0.000108059,0.004249819,0.10233077,0.42310408,0.40583026
1779.730793_3930.950073,0.04590425,0.024694392,8.43E-05,0.002353659,0.10548909,0.44325683,0.3782174
1779.730793_4030.950073,0.015394909,0.008662866,2.00E-05,0.008370579,0.10669485,0.59625614,0.26460072
1779.730793_4130.950073,0.0793889,0.06552263,7.00E-05,0.029642925,0.033011332,0.5000525,0.29231176
1779.730793_4230.950073,0.07676097,0.046870988,0.000154544,0.006275574,0.236362,0.32587147,0.3077045
1879.730793_2730.950073,0.0673812,0.001511576,8.80E-05,0.005368121,0.13708054,0.57857925,0.20999125
1879.730793_2830.950073,0.004496364,0.003271725,4.98E-05,0.004185522,0.05710841,0.5540471,0.3768411
1879.730793_2930.950073,0.054863825,0.042791106,3.69E-05,0.001835908,0.0404354,0.52561706,0.33441988
1879.730793_3030.950073,0.002259969,0.025672955,1.46E-05,0.008981654,0.1222789,0.46210063,0.37869138
1879.730793_3130.950073,0.049460076,0.013682535,7.74E-05,0.001573145,0.05099125,0.5093424,0.37487316
1879.730793_3230.950073,0.004040834,0.017395234,1.56E-05,0.005494923,0.07296021,0.54964906,0.35044414
1879.730793_3330.950073,0.04814022,0.04096846,2.73E-05,0.006762025,0.09313696,0.4511137,0.35985133
1879.730793_3430.950073,0.002699466,0.02221949,1.17E-05,0.010561308,0.090365395,0.5231331,0.35100955
1879.730793_3530.950073,0.004864385,0.018878762,1.01E-05,0.013054327,0.13949923,0.4471683,0.3765249
1879.730793_3630.950073,0.003085419,0.01474392,2.97E-05,0.008018413,0.060785618,0.5192454,0.3940915
1879.730793_3730.950073,0.001353044,0.015964527,1.67E-05,0.009173844,0.11302336,0.46288073,0.3975878
1879.730793_3830.950073,0.02114162,0.035376254,2.53E-05,0.007426078,0.14079532,0.45623863,0.33899668
1879.730793_3930.950073,0.012391684,0.004085619,1.79E-05,0.003357359,0.033565063,0.6845381,0.26204428
1879.730793_4030.950073,0.85163224,0.004139274,6.26E-05,0.000407702,0.02397542,0.009731488,0.11005135
1879.730793_4230.950073,0.77290326,0.07305819,3.24E-05,0.002339484,0.03851913,0.024553945,0.08859364
1979.730793_2730.950073,0.17405936,0.16395725,0.000144923,0.032751556,0.24414401,0.13216636,0.2527765
1979.730793_2830.950073,0.002299499,0.009218319,4.03E-06,0.004777733,0.11097214,0.5258016,0.34692666
1979.730793_2930.950073,0.017984962,0.028779984,1.24E-05,0.004984052,0.07197996,0.44739237,0.42886636
1979.730793_3030.950073,0.001237749,0.008964029,9.08E-06,0.005747247,0.093742155,0.50576013,0.3845397
1979.730793_3130.950073,0.00107278,0.002353281,8.41E-06,0.00252471,0.11211077,0.50396734,0.3779627
1979.730793_3230.950073,0.021607028,0.062539436,1.00E-05,0.018383166,0.1418872,0.4027508,0.35282227
1979.730793_3330.950073,0.012085528,0.00958244,1.29E-05,0.006818701,0.076423235,0.52822024,0.36685696
1979.730793_3430.950073,0.010029804,0.042281903,1.18E-05,0.006863724,0.1241053,0.4482776,0.3684299
1979.730793_3530.950073,0.00094303,0.00434104,2.15E-05,0.003050487,0.21887565,0.36576754,0.40700084
1979.730793_3630.950073,0.008154374,0.01780248,1.08E-05,0.00368226,0.0803442,0.5527089,0.33729693
1979.730793_3730.950073,0.003249819,0.015319093,1.36E-05,0.009243474,0.15069036,0.40238485,0.4190988
1979.730793_3830.950073,0.013534559,0.006099626,6.44E-05,0.002867596,0.11876088,0.5050626,0.35361034
1979.730793_3930.950073,0.56439465,0.001939198,8.06E-05,0.0003757,0.031630322,0.3075229,0.09405673
1979.730793_4230.950073,0.82327014,0.011076108,2.48E-06,0.001221704,0.024872277,0.07632637,0.063230865
2079.730793_2730.950073,0.2926258,0.018108847,0.000178145,0.002954451,0.3145958,0.10536319,0.26617372
2079.730793_2830.950073,0.00228806,0.007128139,1.17E-05,0.006480942,0.04867312,0.6029444,0.33247375
2079.730793_2930.950073,0.002707131,0.010780544,8.15E-06,0.005141935,0.08378832,0.5224772,0.37509674
2079.730793_3030.950073,0.012681333,0.003067468,4.01E-05,0.001957444,0.05351136,0.6057307,0.32301158
2079.730793_3130.950073,0.008992839,0.017025866,8.76E-05,0.005001499,0.043445468,0.57749104,0.34795576
2079.730793_3230.950073,0.028154986,0.04414702,0.00011852,0.002977657,0.07429024,0.41857445,0.43173715
2079.730793_3330.950073,0.003376555,0.006017719,5.45E-05,0.004614057,0.12908758,0.43369767,0.42315188
2079.730793_3430.950073,0.004860152,0.005161206,0.000128721,0.002727064,0.050046667,0.54946095,0.3876152
2079.730793_3530.950073,0.000617677,0.003122928,5.51E-05,0.011638232,0.054993767,0.51149833,0.418074
2079.730793_3630.950073,0.008624591,0.017005991,6.14E-05,0.01028171,0.09758707,0.43568343,0.43075585
2079.730793_3730.950073,0.005031003,0.025591474,2.23E-05,0.008892495,0.14764124,0.35344455,0.45937696
2079.730793_3830.950073,0.009620342,0.06614553,2.42E-05,0.015050411,0.10494629,0.45295006,0.35126317
2079.730793_3930.950073,0.010513729,0.043855935,2.01E-05,0.016136063,0.108270615,0.41123846,0.40996504
2079.730793_4030.950073,0.023011465,0.005021544,1.72E-05,0.004945015,0.08519246,0.57985306,0.30195922
2079.730793_4130.950073,0.092136495,0.019577414,0.000245351,0.009523849,0.30416104,0.2170634,0.35729244
2079.730793_4230.950073,0.012593548,0.009185745,5.45E-06,0.007171017,0.088768154,0.6440211,0.23825505
2179.730793_2730.950073,0.12535127,0.082056336,0.000426923,0.019772274,0.4171232,0.13892028,0.21634968
2179.730793_2830.950073,0.002420825,0.001761746,1.04E-05,0.001525629,0.05474029,0.6497154,0.28982568
2179.730793_2930.950073,0.003729037,0.014251307,8.57E-06,0.002359696,0.06534839,0.5860327,0.3282703
2179.730793_3030.950073,0.000937785,0.003992654,2.98E-05,0.003652554,0.08189528,0.55722564,0.35226628
2179.730793_3130.950073,0.001936268,0.018851068,3.35E-05,0.005180046,0.08596059,0.4622033,0.42583522
2179.730793_3230.950073,0.008675465,0.020514257,9.57E-05,0.003869456,0.05338608,0.5181311,0.39532796
2179.730793_3330.950073,0.001647246,0.003374361,9.67E-06,0.003252376,0.12611644,0.49510783,0.3704921
2179.730793_3430.950073,0.001219579,0.002951456,2.33E-05,0.002550612,0.08247159,0.5686639,0.34211963
2179.730793_3530.950073,0.004405873,0.001468222,5.95E-05,0.002743484,0.04288444,0.62730616,0.32113233
2179.730793_3630.950073,0.02536239,0.001270354,0.000129566,0.002775238,0.04154859,0.5993282,0.32958564
2179.730793_3730.950073,0.001304336,0.004570885,1.10E-05,0.003005889,0.08736041,0.52358776,0.38015974
2179.730793_3830.950073,0.012758952,0.014759153,1.48E-05,0.012098279,0.072899625,0.5219473,0.36552188
2179.730793_3930.950073,0.011689033,0.051307976,2.43E-05,0.035897747,0.1318057,0.40913445,0.36014083
2179.730793_4030.950073,0.008544402,0.037980244,1.19E-05,0.012113155,0.23558739,0.35909924,0.3466636
2179.730793_4130.950073,0.14739878,0.12573762,0.000177942,0.006760292,0.24661766,0.15163009,0.3216776
2179.730793_4230.950073,0.016468333,0.013149097,7.06E-05,0.006401992,0.197159,0.4295111,0.33723983
2279.730793_2730.950073,0.33285832,0.016122196,9.49E-05,0.005649368,0.23547599,0.20137577,0.20842344
2279.730793_2830.950073,0.008301085,0.0062641,1.91E-05,0.008969594,0.08081957,0.524529,0.37109753
2279.730793_2930.950073,0.008701629,0.002716056,9.40E-05,0.000641446,0.12854777,0.5430465,0.31625262
2279.730793_3030.950073,0.002318804,0.003699618,2.35E-05,0.002489415,0.08200393,0.574421,0.33504367
2279.730793_3130.950073,0.001089587,0.005263821,1.28E-05,0.002067768,0.12732658,0.5270711,0.3371684
2279.730793_3230.950073,0.020649323,0.024946291,0.000110059,0.002750163,0.0704254,0.4650662,0.41605255
2279.730793_3330.950073,0.001636236,0.004181699,1.74E-05,0.00410593,0.07819864,0.58619726,0.3256629
2279.730793_3430.950073,0.000433496,0.006119643,9.29E-06,0.006237495,0.0974406,0.51126,0.37849948
2279.730793_3530.950073,0.02560679,0.023621395,0.00011281,0.005183918,0.07957597,0.45538846,0.41051063
