,OD,Excitatory,Endothelial,Inhibitory,Astrocyte,Microglia
1279.730793_3930.950073,0.133329362,0.170653249,0.12944647,0.177734432,0.158863978,0.229972508
1279.730793_4030.950073,0.145723306,0.179389847,0.217530254,0.174232519,0.139152006,0.143972068
1279.730793_4130.950073,0.140737268,0.139561414,0.157669668,0.165089062,0.129861855,0.267080734
1279.730793_4230.950073,0.137018963,0.176849218,0.126226361,0.193741254,0.196343176,0.169821027
1379.730793_2730.950073,0.179862697,0.148396339,0.299344018,0.180733994,0.190815763,0.000847188
1379.730793_2830.950073,0.183555633,0.187945046,0.208039564,0.16413791,0.166361814,0.089960032
1379.730793_2930.950073,0.178677495,0.161513835,0.147991874,0.169426085,0.163021353,0.179369358
1379.730793_3030.950073,0.17268186,0.166478575,0.166325881,0.170270675,0.157432907,0.166810102
1379.730793_3130.950073,0.17025849,0.161611633,0.144513454,0.14865217,0.165852785,0.209111468
1379.730793_3230.950073,0.195686207,0.164350718,0.189140948,0.197512586,0.139661189,0.113648351
1379.730793_3330.950073,0.154783944,0.153856148,0.169286883,0.162148632,0.185160601,0.174763792
1379.730793_3430.950073,0.136808562,0.207255464,0.144682146,0.15099149,0.206568784,0.153693553
1379.730793_3530.950073,0.122613528,0.174948344,0.185667983,0.157070313,0.189281883,0.170417949
1379.730793_3630.950073,0.149854639,0.200908045,0.167515751,0.181638088,0.158152285,0.141931192
1379.730793_3730.950073,0.176096802,0.187855873,0.135091537,0.198834392,0.165116334,0.137005062
1379.730793_3830.950073,0.14262753,0.186216093,0.132282682,0.186096801,0.18211401,0.170662884
1379.730793_3930.950073,0.150466838,0.165683493,0.11942535,0.146615241,0.199991971,0.217817107
1379.730793_4030.950073,0.140291669,0.150789824,0.13517151,0.173445115,0.194300935,0.206000948
1379.730793_4130.950073,0.182262185,0.190127624,0.148179284,0.202809247,0.115404887,0.161216773
1379.730793_4230.950073,0.161692069,0.161415106,0.159128548,0.166847265,0.129452915,0.221464096
1479.730793_2730.950073,0.157945751,0.177394744,0.140766983,0.167463621,0.149914279,0.206514621
1479.730793_2830.950073,0.146177436,0.1723231,0.179331238,0.172417433,0.155463944,0.174286848
1479.730793_2930.950073,0.144746082,0.161746272,0.183626998,0.158740937,0.153034467,0.198105244
1479.730793_3030.950073,0.147145249,0.167184072,0.13846787,0.154353163,0.171356745,0.2214929
1479.730793_3130.950073,0.15582688,0.155169143,0.146753927,0.157619344,0.160746829,0.223883878
1479.730793_3230.950073,0.156250217,0.178346176,0.141120329,0.174345441,0.183886068,0.16605177
1479.730793_3330.950073,0.132541596,0.176183222,0.122565032,0.17787722,0.203411682,0.187421248
1479.730793_3430.950073,0.144547685,0.175524547,0.177834693,0.152556566,0.177345666,0.172190842
1479.730793_3530.950073,0.176240257,0.198530891,0.186526739,0.176500037,0.186630602,0.075571475
1479.730793_3630.950073,0.1656918,0.182107649,0.135506611,0.201273628,0.217878969,0.097541343
1479.730793_3730.950073,0.147265437,0.165387193,0.159451543,0.180258293,0.197913669,0.149723865
1479.730793_3830.950073,0.141756813,0.154935854,0.20153199,0.159207843,0.209650934,0.132916566
1479.730793_3930.950073,0.149209743,0.15839254,0.183799136,0.162931072,0.161499276,0.184168233
1479.730793_4030.950073,0.133895062,0.187658538,0.100072826,0.198967296,0.195579215,0.183827062
1479.730793_4130.950073,0.169859451,0.167044886,0.157700857,0.165460265,0.150932221,0.18900232
1479.730793_4230.950073,0.193956473,0.138665273,0.156049239,0.083164692,0.129305987,0.298858337
1579.730793_2730.950073,0.135615065,0.158116432,0.140353938,0.151254132,0.181401715,0.233258718
1579.730793_2830.950073,0.151908921,0.163410466,0.199707158,0.167481508,0.151072573,0.166419372
1579.730793_2930.950073,0.150203287,0.174386475,0.183694201,0.179272225,0.138260859,0.174182953
1579.730793_3030.950073,0.131890547,0.156612095,0.153811862,0.174438354,0.163054877,0.220192264
1579.730793_3130.950073,0.152410067,0.183875926,0.18463617,0.163468013,0.185992746,0.129617079
1579.730793_3230.950073,0.148387043,0.190727564,0.140023208,0.180475278,0.192673421,0.147713486
1579.730793_3330.950073,0.164176611,0.179466688,0.175260769,0.18531558,0.184173592,0.11160676
1579.730793_3430.950073,0.1364046,0.163903128,0.119641432,0.164966148,0.179181465,0.235903227
1579.730793_3530.950073,0.146640365,0.190760557,0.142719293,0.17138343,0.207826529,0.140669826
1579.730793_3630.950073,0.149188816,0.17060311,0.170516483,0.187984978,0.179631491,0.142075122
1579.730793_3730.950073,0.150217614,0.167415673,0.132112581,0.153038622,0.18298485,0.21423066
1579.730793_3830.950073,0.141762226,0.184501708,0.124781385,0.16398718,0.205050666,0.179916836
1579.730793_3930.950073,0.134433578,0.17719915,0.190953644,0.168044349,0.140884339,0.18848494
1579.730793_4030.950073,0.158438712,0.166446773,0.123768875,0.186330522,0.140239689,0.22477543
1579.730793_4130.950073,0.174520997,0.173107965,0.113907289,0.177072933,0.172005037,0.189385778
1579.730793_4230.950073,0.198584285,0.171924717,0.190958359,0.167941882,0.093014003,0.177576754
1679.730793_2730.950073,0.130042551,0.183092636,0.132854358,0.209386542,0.191468268,0.153155645
1679.730793_2830.950073,0.142211858,0.156972851,0.174495816,0.161808203,0.143579032,0.22093224
1679.730793_2930.950073,0.13480425,0.165436983,0.219195621,0.162020145,0.170248073,0.148294928
1679.730793_3030.950073,0.136148979,0.164743329,0.204204192,0.171046313,0.165513562,0.158343626
1679.730793_3130.950073,0.139895638,0.156574285,0.176129988,0.160783444,0.165100609,0.201516036
1679.730793_3230.950073,0.16842706,0.164274066,0.193224153,0.186814631,0.169662741,0.11759735
1679.730793_3330.950073,0.14694352,0.183686711,0.179374653,0.173173885,0.19613779,0.120683441
1679.730793_3430.950073,0.141926984,0.170117078,0.184289018,0.16220049,0.182184495,0.159281934
1679.730793_3530.950073,0.148789564,0.170989097,0.140758886,0.168866078,0.168101344,0.202495031
1679.730793_3630.950073,0.148243083,0.172467542,0.191887329,0.171423049,0.169954395,0.146024602
1679.730793_3730.950073,0.149068719,0.197268956,0.104415215,0.171646286,0.2169667,0.160634124
1679.730793_3830.950073,0.169943726,0.168157974,0.183996413,0.182796315,0.207485666,0.087619906
1679.730793_3930.950073,0.175352,0.179608646,0.09514853,0.189248949,0.138316094,0.22232578
1679.730793_4030.950073,0.154706447,0.169002043,0.179985276,0.179276549,0.180448578,0.136581109
1679.730793_4130.950073,0.164949031,0.132184273,0.174373159,0.144423465,0.153805377,0.230264694
1679.730793_4230.950073,0.155513106,0.144277336,0.17388179,0.142587469,0.175966441,0.207773858
1779.730793_2730.950073,0.15667821,0.153045958,0.234740855,0.152942874,0.183913521,0.118678582
1779.730793_2830.950073,0.141698235,0.176466133,0.178898297,0.163964864,0.161989703,0.176982768
1779.730793_2930.950073,0.150031156,0.194192339,0.14555689,0.176179835,0.16749626,0.16654352
1779.730793_3030.950073,0.146183141,0.180962784,0.149356988,0.170817503,0.192516689,0.160162895
1779.730793_3130.950073,0.142636915,0.191690304,0.141452379,0.182315734,0.172055391,0.169849277
1779.730793_3230.950073,0.160345908,0.188078586,0.185144739,0.184841865,0.181142488,0.100446413
1779.730793_3330.950073,0.144181093,0.17935752,0.142316205,0.184247774,0.173338501,0.176558906
1779.730793_3430.950073,0.143673567,0.19407577,0.183606279,0.181901957,0.173097256,0.123645172
1779.730793_3530.950073,0.134155873,0.185683166,0.115365143,0.172128679,0.1595291,0.23313804
1779.730793_3630.950073,0.138086488,0.173534766,0.166629431,0.173891001,0.164361599,0.183496715
1779.730793_3730.950073,0.13830411,0.172242526,0.166511335,0.168044084,0.185638353,0.169259591
1779.730793_3830.950073,0.142280409,0.182090835,0.174969218,0.165547609,0.186490942,0.148620986
1779.730793_3930.950073,0.149707251,0.168589607,0.178759245,0.170352473,0.166028997,0.166562428
1779.730793_4030.950073,0.149930524,0.157393865,0.169684192,0.162327985,0.148681892,0.211981542
1779.730793_4130.950073,0.133390141,0.161710279,0.147061542,0.142633837,0.178156335,0.237047866
1779.730793_4230.950073,0.194386613,0.160126264,0.185871791,0.15569383,0.216356291,0.087565211
1879.730793_2730.950073,0.25864472,0.199382702,0.030983307,0.177686555,0.267896967,0.065405748
1879.730793_2830.950073,0.137746367,0.173853668,0.13482562,0.176289968,0.145600904,0.231683473
1879.730793_2930.950073,0.135574847,0.188026266,0.167313616,0.170530621,0.158953734,0.179600917
1879.730793_3030.950073,0.147384842,0.166910851,0.207462965,0.170279657,0.121586468,0.186375217
1879.730793_3130.950073,0.142493499,0.192961481,0.165483516,0.17026683,0.164135992,0.164658682
1879.730793_3230.950073,0.138921638,0.179507578,0.169859495,0.159981991,0.154936279,0.19679302
1879.730793_3330.950073,0.141504139,0.168126336,0.169626973,0.160136448,0.136025358,0.224580746
1879.730793_3430.950073,0.142026504,0.184042335,0.213285983,0.158560079,0.154653146,0.147431953
1879.730793_3530.950073,0.13436668,0.14753025,0.176901352,0.149279534,0.157241718,0.234680465
1879.730793_3630.950073,0.136522548,0.173212611,0.166075629,0.174713373,0.167766004,0.181709834
1879.730793_3730.950073,0.142394367,0.193529951,0.197212657,0.131764222,0.169443867,0.165654937
1879.730793_3830.950073,0.15178861,0.188434308,0.151170243,0.1523221,0.152038374,0.204246364
1879.730793_3930.950073,0.203238258,0.204825425,0.054361293,0.153210112,0.197520081,0.18684483
1879.730793_4030.950073,0.166330376,0.067638147,0.022777681,0.156333338,0.277465863,0.309454594
1879.730793_4230.950073,0.229123133,0.147116948,0.180248643,0.144120587,0.298843142,0.000547548
1979.730793_2730.950073,0.160127096,0.117913957,0.256279454,0.125163005,0.205542965,0.134973524
1979.730793_2830.950073,0.142769072,0.167609777,0.174796989,0.152068227,0.160533403,0.202222533
1979.730793_2930.950073,0.132546675,0.166757164,0.159880922,0.152218017,0.157734295,0.230862926
1979.730793_3030.950073,0.142416388,0.192146507,0.159179548,0.176323612,0.133505554,0.196428392
1979.730793_3130.950073,0.150345281,0.193946641,0.122472876,0.183802746,0.160487393,0.188945062
1979.730793_3230.950073,0.145008066,0.155214787,0.185874216,0.146490685,0.142017132,0.225395113
1979.730793_3330.950073,0.122263438,0.170908082,0.145875142,0.180314104,0.160791164,0.21984807
1979.730793_3430.950073,0.135564291,0.17017162,0.180733047,0.16989653,0.177339968,0.166294543
1979.730793_3530.950073,0.174316089,0.175425399,0.183056153,0.183755682,0.143839206,0.139607469
1979.730793_3630.950073,0.159807465,0.201737522,0.175380767,0.166810742,0.212118139,0.084145366
1979.730793_3730.950073,0.153025692,0.188678253,0.153227563,0.184823911,0.183148488,0.137096094
1979.730793_3830.950073,0.182394251,0.197034186,0.122844592,0.190167446,0.196580096,0.110979429
1979.730793_3930.950073,0.171523835,0.227333391,0.001327622,0.149371593,0.411247765,0.039195794
1979.730793_4230.950073,0.205701858,0.19146701,0.079654204,0.027744692,0.495260075,0.000172161
2079.730793_2730.950073,0.300553456,0.204294385,0.1153537,0.154015936,0.155631721,0.070150802
2079.730793_2830.950073,0.129805792,0.171107921,0.148334024,0.162414379,0.161529988,0.226807896
2079.730793_2930.950073,0.141685653,0.180830665,0.156217603,0.161214944,0.164882478,0.195168657
2079.730793_3030.950073,0.136764895,0.196611538,0.145365523,0.18363011,0.165929635,0.171698298
2079.730793_3130.950073,0.141222874,0.183096453,0.148986841,0.172055746,0.161512013,0.193126073
2079.730793_3230.950073,0.152394612,0.194151498,0.171345672,0.161493794,0.150796927,0.169817497
2079.730793_3330.950073,0.151139113,0.177012696,0.141899513,0.16698314,0.159031334,0.203934205
2079.730793_3430.950073,0.142005828,0.188863677,0.152679081,0.181157646,0.170263709,0.165030059
2079.730793_3530.950073,0.115281735,0.182032395,0.098287603,0.178724562,0.150930795,0.27474291
2079.730793_3630.950073,0.1403294,0.174319481,0.152304949,0.161780769,0.150617066,0.220648335
2079.730793_3730.950073,0.147715424,0.15498095,0.191093834,0.163473193,0.180018754,0.162717845
2079.730793_3830.950073,0.137177049,0.138587951,0.219455231,0.160083426,0.147561769,0.197134574
2079.730793_3930.950073,0.134872906,0.157036516,0.173936408,0.121191383,0.177337962,0.235624824
2079.730793_4030.950073,0.158124729,0.172816359,0.106348009,0.191723615,0.224985231,0.146002056
2079.730793_4130.950073,0.210237589,0.137226136,0.153819898,0.138350145,0.153706657,0.206659575
2079.730793_4230.950073,0.16797069,0.192526439,0.101809063,0.153307229,0.212688192,0.171698387
2179.730793_2730.950073,0.24540624,0.138076281,0.130141212,0.182484896,0.165649368,0.138242003
2179.730793_2830.950073,0.140989909,0.189686657,0.151137665,0.172359743,0.203975277,0.141850749
2179.730793_2930.950073,0.128738986,0.176186406,0.185772051,0.169329935,0.178486743,0.161485879
2179.730793_3030.950073,0.150696224,0.170938693,0.163038898,0.200938417,0.171820613,0.142567154
2179.730793_3130.950073,0.14343879,0.175005204,0.169392725,0.172978934,0.165078785,0.174105562
2179.730793_3230.950073,0.140252282,0.193212006,0.173116645,0.165260664,0.153252376,0.174906028
2179.730793_3330.950073,0.161167504,0.180313333,0.122768288,0.17780603,0.201074254,0.156870591
2179.730793_3430.950073,0.158444175,0.172858276,0.108909179,0.199568651,0.171040045,0.189179675
2179.730793_3530.950073,0.135977335,0.1755964,0.118860032,0.166127992,0.179157308,0.224280933
2179.730793_3630.950073,0.144733887,0.189462772,0.128519031,0.172365905,0.181798793,0.183119611
2179.730793_3730.950073,0.141744874,0.191178796,0.125463567,0.163211111,0.200699106,0.177702546
2179.730793_3830.950073,0.133513608,0.152799169,0.136817933,0.140437709,0.191761322,0.244670258
2179.730793_3930.950073,0.136128649,0.143067484,0.192695975,0.164745398,0.108359929,0.255002566
2179.730793_4030.950073,0.150477296,0.142177821,0.216350023,0.143547768,0.165222929,0.182224164
2179.730793_4130.950073,0.190247942,0.170373825,0.163492895,0.085610478,0.201168974,0.189105886
2179.730793_4230.950073,0.177165955,0.204333281,0.088805963,0.155360749,0.171725848,0.202608204
2279.730793_2730.950073,0.184688777,0.152215419,0.115668076,0.119385617,0.181159391,0.246882719
2279.730793_2830.950073,0.138897732,0.171357873,0.155102408,0.158570866,0.195235407,0.180835713
2279.730793_2930.950073,0.167129544,0.19619937,0.165371416,0.164810204,0.17863055,0.127858915
2279.730793_3030.950073,0.143069024,0.186421442,0.14964535,0.156886519,0.16805349,0.195924174
2279.730793_3130.950073,0.169745118,0.186068043,0.141589606,0.179371913,0.192343979,0.13088134
2279.730793_3230.950073,0.140149055,0.180918548,0.16757678,0.173794835,0.179410237,0.158150544
2279.730793_3330.950073,0.151412386,0.183174853,0.141947917,0.183326807,0.205371189,0.134766848
2279.730793_3430.950073,0.139267441,0.171495123,0.164026759,0.154618623,0.160277572,0.210314482
2279.730793_3530.950073,0.145892249,0.166422014,0.168535888,0.173634149,0.195710213,0.149805485
2279.730793_3630.950073,0.149369582,0.173201728,0.139636383,0.181792227,0.194555308,0.161444773
2279.730793_3730.950073,0.141079295,0.169753731,0.16926071,0.166612725,0.216901661,0.136391878
2279.730793_3830.950073,0.154033988,0.172954154,0.184938484,0.153862365,0.184397249,0.149813762
2279.730793_3930.950073,0.162514247,0.175078282,0.194517181,0.184586549,0.192481863,0.090821879
2279.730793_4030.950073,0.14046939,0.16849496,0.154471044,0.169629514,0.160002482,0.206932611
2279.730793_4130.950073,0.163200748,0.165392482,0.153224629,0.177281165,0.174775834,0.166125142
2279.730793_4230.950073,0.176215786,0.145715036,0.139725857,0.157289664,0.124248738,0.256804918
2379.730793_2730.950073,0.179470942,0.132477381,0.192076375,0.122370844,0.152596247,0.22100821
2379.730793_2830.950073,0.152499789,0.187365846,0.201322764,0.158220803,0.218377249,0.082213549
2379.730793_2930.950073,0.162453282,0.181577254,0.211564403,0.1646001,0.114591778,0.165213184
2379.730793_3030.950073,0.137304345,0.1865881,0.233090955,0.163530962,0.173476664,0.106008974
2379.730793_3130.950073,0.148122185,0.167983668,0.143910941,0.163559005,0.188195481,0.188228718
2379.730793_3230.950073,0.148518795,0.184196956,0.170728824,0.170290822,0.187750387,0.138514216
2379.730793_3330.950073,0.17428284,0.17129994,0.187024409,0.178301854,0.201546541,0.087544417
2379.730793_3430.950073,0.143017287,0.173784805,0.099481821,0.168762859,0.220990571,0.193962656
2379.730793_3530.950073,0.16710037,0.163818139,0.204328791,0.150628072,0.175094752,0.139029876
2379.730793_3630.950073,0.152667303,0.189130339,0.138454723,0.174222954,0.210069804,0.135454878
2379.730793_3730.950073,0.1312202,0.165230114,0.130810151,0.174858494,0.180618576,0.217262464
2379.730793_3830.950073,0.139895744,0.177557463,0.185634115,0.161824795,0.183569034,0.15151885
2379.730793_3930.950073,0.144389774,0.163697965,0.153597589,0.176566061,0.237243664,0.124504947
2379.730793_4030.950073,0.148258971,0.179681525,0.225272386,0.17319916,0.164578789,0.109009169
2379.730793_4130.950073,0.152953537,0.142285921,0.189549587,0.160612984,0.168042797,0.186555174
2379.730793_4230.950073,0.203575739,0.191863524,0.158491928,0.16440864,0.095134125,0.186526045
2479.730793_2730.950073,0.12596285,0.156895841,0.26747676,0.087451423,0.131895996,0.23031713
2479.730793_2830.950073,0.162105447,0.160115368,0.170954028,0.162891255,0.151295116,0.192638786
2479.730793_2930.950073,0.140434413,0.172807332,0.145495936,0.158305662,0.17341024,0.209546416
