,cell_ID,OD,Microglia,Endothelial,Astrocyte,Inhibitory,Excitatory
1579.730793_2830.950073,1579.730793_2830.950073,0,0,0.273218472,0,0.726781528,0
1579.730793_2930.950073,1579.730793_2930.950073,0,0,0.41020546,0,0.58979454,0
1579.730793_3030.950073,1579.730793_3030.950073,0,0.450873869,0,0,0.549126131,0
1579.730793_3130.950073,1579.730793_3130.950073,0,0.104501744,0,0,0.895498256,0
1579.730793_3230.950073,1579.730793_3230.950073,0,0.533956362,0,0,0.466043638,0
1579.730793_3330.950073,1579.730793_3330.950073,0,0,1,0,0,0
1579.730793_3430.950073,1579.730793_3430.950073,0,0.784663,0,0,0.215337,0
1579.730793_3530.950073,1579.730793_3530.950073,0,0.5006517,0,0,0.4993483,0
1579.730793_3630.950073,1579.730793_3630.950073,0,0.468445521,0,0,0.531554479,0
1579.730793_3730.950073,1579.730793_3730.950073,0.427300966,0,0,0,0.572699034,0
1579.730793_3830.950073,1579.730793_3830.950073,0,0.638588089,0,0,0.361411911,0
1579.730793_3930.950073,1579.730793_3930.950073,0,0.661506299,0,0,0.338493701,0
1579.730793_4030.950073,1579.730793_4030.950073,0.177592671,0.044664109,0,0,0.777743221,0
1579.730793_4130.950073,1579.730793_4130.950073,0,0,1,0,0,0
1579.730793_4230.950073,1579.730793_4230.950073,0,0,0,0,0.301576194,0.698423806
1679.730793_2730.950073,1679.730793_2730.950073,0,0.404737741,0,0,0.595262259,0
1679.730793_2830.950073,1679.730793_2830.950073,0,0.291577535,0,0,0,0.708422465
1679.730793_2930.950073,1679.730793_2930.950073,0,0.324191038,0,0,0.675808962,0
1679.730793_3030.950073,1679.730793_3030.950073,0,0,0,0,1,0
1679.730793_3130.950073,1679.730793_3130.950073,0,0.372727059,0,0,0.627272941,0
1679.730793_3230.950073,1679.730793_3230.950073,0,0,0.817655037,0,0.182344963,0
1679.730793_3330.950073,1679.730793_3330.950073,0,0.244717243,0,0,0.755282757,0
1679.730793_3430.950073,1679.730793_3430.950073,0.298901658,0,0,0,0.701098342,0
1679.730793_3530.950073,1679.730793_3530.950073,0,0.348608108,0,0,0.651391892,0
1679.730793_3630.950073,1679.730793_3630.950073,0,0.378510076,0,0,0.621489924,0
1679.730793_3730.950073,1679.730793_3730.950073,0,0.367275032,0,0,0.632724968,0
1679.730793_3830.950073,1679.730793_3830.950073,0.255928885,0,0,0,0.744071115,0
1679.730793_3930.950073,1679.730793_3930.950073,0,0,1,0,0,0
1679.730793_4030.950073,1679.730793_4030.950073,0,0,1,0,0,0
1679.730793_4130.950073,1679.730793_4130.950073,0,0,0,0.320159015,0.679840985,0
1679.730793_4230.950073,1679.730793_4230.950073,0,0,0,0.729455252,0.270544748,0
1779.730793_2730.950073,1779.730793_2730.950073,0,0,0,0,0.332893782,0.667106218
1779.730793_2830.950073,1779.730793_2830.950073,0,0.47239407,0,0,0.52760593,0
1779.730793_2930.950073,1779.730793_2930.950073,0,0.47215635,0,0,0.52784365,0
1779.730793_3030.950073,1779.730793_3030.950073,0,0.430092441,0,0,0.569907559,0
1779.730793_3130.950073,1779.730793_3130.950073,0,0.59862355,0,0,0.40137645,0
1779.730793_3230.950073,1779.730793_3230.950073,0,0.407247718,0,0,0.592752282,0
1779.730793_3330.950073,1779.730793_3330.950073,0,0.617952499,0,0,0.382047501,0
1779.730793_3430.950073,1779.730793_3430.950073,0,0.493202845,0,0,0.506797155,0
1779.730793_3530.950073,1779.730793_3530.950073,0,0.487637071,0,0,0.512362929,0
1779.730793_3630.950073,1779.730793_3630.950073,0,0.489342484,0,0,0.510657516,0
1779.730793_3730.950073,1779.730793_3730.950073,0,0.201347089,0,0,0.798652911,0
1779.730793_3830.950073,1779.730793_3830.950073,0,0.124423373,0,0,0.875576627,0
1779.730793_3930.950073,1779.730793_3930.950073,0,0.087506045,0,0,0.912493955,0
1779.730793_4030.950073,1779.730793_4030.950073,0,0,0,0,1,0
1779.730793_4130.950073,1779.730793_4130.950073,0,0,0,0,1,0
1779.730793_4230.950073,1779.730793_4230.950073,0,0,0,0,1,0
1879.730793_2730.950073,1879.730793_2730.950073,0,0,0,0,1,0
1879.730793_2830.950073,1879.730793_2830.950073,0,0.647378367,0,0,0.352621633,0
1879.730793_2930.950073,1879.730793_2930.950073,0,0.275580928,0,0,0.724419072,0
1879.730793_3030.950073,1879.730793_3030.950073,0,0.518400574,0,0,0.481599426,0
1879.730793_3130.950073,1879.730793_3130.950073,0,0.290274394,0,0,0.709725606,0
1879.730793_3230.950073,1879.730793_3230.950073,0,0.475854079,0,0,0.524145921,0
1879.730793_3330.950073,1879.730793_3330.950073,0.196710623,0,0,0,0.803289377,0
1879.730793_3430.950073,1879.730793_3430.950073,0,0.275363772,0,0,0.724636228,0
1879.730793_3530.950073,1879.730793_3530.950073,0,0,0,0,1,0
1879.730793_3630.950073,1879.730793_3630.950073,0,0.442267566,0,0,0.557732434,0
1879.730793_3730.950073,1879.730793_3730.950073,0,0,0,0,1,0
1879.730793_3830.950073,1879.730793_3830.950073,0,0,0,0,1,0
1879.730793_3930.950073,1879.730793_3930.950073,0,0.650096152,0,0,0.349903848,0
1879.730793_4030.950073,1879.730793_4030.950073,0.313993342,0,0,0,0.686006658,0
1879.730793_4230.950073,1879.730793_4230.950073,0,0,0,0,1,0
1979.730793_2730.950073,1979.730793_2730.950073,0,0,0,0.311114572,0.688885428,0
1979.730793_2830.950073,1979.730793_2830.950073,0,0.19010594,0,0,0.80989406,0
1979.730793_2930.950073,1979.730793_2930.950073,0,0.326348581,0,0,0.673651419,0
1979.730793_3030.950073,1979.730793_3030.950073,0,0.453149875,0,0,0.546850125,0
1979.730793_3130.950073,1979.730793_3130.950073,0,0.480180852,0,0,0.519819148,0
1979.730793_3230.950073,1979.730793_3230.950073,0,0.042783931,0,0,0.957216069,0
1979.730793_3330.950073,1979.730793_3330.950073,0,0,0,0,1,0
1979.730793_3430.950073,1979.730793_3430.950073,0,0,0,0,1,0
1979.730793_3530.950073,1979.730793_3530.950073,0,0,1,0,0,0
1979.730793_3630.950073,1979.730793_3630.950073,0,0.039712228,0,0,0.960287772,0
1979.730793_3730.950073,1979.730793_3730.950073,0,0.124591606,0,0,0.875408394,0
1979.730793_3830.950073,1979.730793_3830.950073,0,0,0,0,1,0
1979.730793_3930.950073,1979.730793_3930.950073,0,0.130038383,0,0,0.869961617,0
1979.730793_4230.950073,1979.730793_4230.950073,0,0,0,0,1,0
2079.730793_2730.950073,2079.730793_2730.950073,0,0,0,1,0,0
2079.730793_2830.950073,2079.730793_2830.950073,0,0.482086615,0,0,0.517913385,0
2079.730793_2930.950073,2079.730793_2930.950073,0,0.414721273,0,0,0.585278727,0
2079.730793_3030.950073,2079.730793_3030.950073,0,0.382315044,0,0,0.617684956,0
2079.730793_3130.950073,2079.730793_3130.950073,0,0.752180631,0,0,0.247819369,0
2079.730793_3230.950073,2079.730793_3230.950073,0,0.670753854,0,0,0.329246146,0
2079.730793_3330.950073,2079.730793_3330.950073,0,0,1,0,0,0
2079.730793_3430.950073,2079.730793_3430.950073,0,0.529131425,0,0,0.470868575,0
2079.730793_3530.950073,2079.730793_3530.950073,0,0.913077022,0,0,0.086922978,0
2079.730793_3630.950073,2079.730793_3630.950073,0,0.364958992,0,0,0.635041008,0
2079.730793_3730.950073,2079.730793_3730.950073,0,0,0,0,1,0
2079.730793_3830.950073,2079.730793_3830.950073,0,0,0,0,1,0
2079.730793_3930.950073,2079.730793_3930.950073,0.114743577,0,0,0,0.885256423,0
2079.730793_4030.950073,2079.730793_4030.950073,0,0,0,0,1,0
2079.730793_4130.950073,2079.730793_4130.950073,0,0,0,0.387995327,0.612004673,0
2079.730793_4230.950073,2079.730793_4230.950073,0,0.265807397,0,0,0.734192603,0
2179.730793_2730.950073,2179.730793_2730.950073,0,0,0,1,0,0
2179.730793_2830.950073,2179.730793_2830.950073,0,0.383901074,0,0,0.616098926,0
2179.730793_2930.950073,2179.730793_2930.950073,0,0.278312109,0,0,0.721687891,0
2179.730793_3030.950073,2179.730793_3030.950073,0,0.531976115,0,0,0.468023885,0
2179.730793_3130.950073,2179.730793_3130.950073,0,0.686370202,0,0,0.313629798,0
2179.730793_3230.950073,2179.730793_3230.950073,0,0.608273563,0,0,0.391726437,0
2179.730793_3330.950073,2179.730793_3330.950073,0.327345766,0,0,0,0.672654234,0
2179.730793_3430.950073,2179.730793_3430.950073,0,0.601591669,0,0,0.398408331,0
2179.730793_3530.950073,2179.730793_3530.950073,0,0.530892732,0,0,0.469107268,0
2179.730793_3630.950073,2179.730793_3630.950073,0,0.326432104,0,0,0.673567896,0
2179.730793_3730.950073,2179.730793_3730.950073,0,0.254161811,0,0,0.745838189,0
2179.730793_3830.950073,2179.730793_3830.950073,0,0,0,0,1,0
2179.730793_3930.950073,2179.730793_3930.950073,0,0.12289438,0,0,0.87710562,0
2179.730793_4030.950073,2179.730793_4030.950073,0,0,0,0,1,0
2179.730793_4130.950073,2179.730793_4130.950073,0,0,0,0.831841446,0.168158554,0
2179.730793_4230.950073,2179.730793_4230.950073,0,0,0,1,0,0
2279.730793_2730.950073,2279.730793_2730.950073,0,0,0,0.320624811,0.679375189,0
2279.730793_2830.950073,2279.730793_2830.950073,0,0,0,0,1,0
2279.730793_2930.950073,2279.730793_2930.950073,0.223555093,0,0,0,0.776444907,0
2279.730793_3030.950073,2279.730793_3030.950073,0.427626289,0,0,0,0.572373711,0
2279.730793_3130.950073,2279.730793_3130.950073,0.385318031,0,0,0,0.614681969,0
2279.730793_3230.950073,2279.730793_3230.950073,0,0.369027455,0,0,0.630972545,0
2279.730793_3330.950073,2279.730793_3330.950073,0,0.341040293,0,0,0.658959707,0
2279.730793_3430.950073,2279.730793_3430.950073,0,0,0.86536389,0,0.13463611,0
2279.730793_3530.950073,2279.730793_3530.950073,0,0.42832239,0,0,0.57167761,0
2279.730793_3630.950073,2279.730793_3630.950073,0,0.660197665,0,0,0.339802335,0
2279.730793_3730.950073,2279.730793_3730.950073,0,0.350022873,0,0,0.649977127,0
2279.730793_3830.950073,2279.730793_3830.950073,0.366085193,0,0,0,0.633914807,0
2279.730793_3930.950073,2279.730793_3930.950073,0,0,1,0,0,0
2279.730793_4030.950073,2279.730793_4030.950073,0.423246877,0,0,0,0.576753123,0
2279.730793_4130.950073,2279.730793_4130.950073,0,0,0,0,0,1
2279.730793_4230.950073,2279.730793_4230.950073,0,0,0.03596214,0.8747952,0,0.08924266
2379.730793_2730.950073,2379.730793_2730.950073,0,0,0,1,0,0
2379.730793_2830.950073,2379.730793_2830.950073,0,0.185412188,0,0,0.814587812,0
2379.730793_2930.950073,2379.730793_2930.950073,0,0,0.699737311,0,0.300262689,0
2379.730793_3030.950073,2379.730793_3030.950073,0,0.390391953,0,0,0.609608047,0
2379.730793_3130.950073,2379.730793_3130.950073,0.054709581,0,0,0,0.945290419,0
2379.730793_3230.950073,2379.730793_3230.950073,0.043666905,0,0,0,0.956333095,0
2379.730793_3330.950073,2379.730793_3330.950073,0.105714122,0.300239128,0,0,0.594046751,0
2379.730793_3430.950073,2379.730793_3430.950073,0,0.594362038,0,0,0.405637962,0
2379.730793_3530.950073,2379.730793_3530.950073,0,0,0,1,0,0
2379.730793_3630.950073,2379.730793_3630.950073,0,0.318820093,0,0,0.681179907,0
2379.730793_3730.950073,2379.730793_3730.950073,0,0.662283997,0,0,0.337716003,0
2379.730793_3830.950073,2379.730793_3830.950073,0,0.604477666,0,0,0.395522334,0
2379.730793_3930.950073,2379.730793_3930.950073,0,0.517172358,0,0,0.482827642,0
2379.730793_4030.950073,2379.730793_4030.950073,0,0.227323576,0,0,0.772676424,0
2379.730793_4130.950073,2379.730793_4130.950073,0,0,1,0,0,-9.18E-19
2379.730793_4230.950073,2379.730793_4230.950073,0,0,0,1,0,0
2479.730793_2730.950073,2479.730793_2730.950073,0,0,0,0,1,0
2479.730793_2830.950073,2479.730793_2830.950073,0,0,0,0.547534041,0,0.452465959
2479.730793_2930.950073,2479.730793_2930.950073,0,0.146102393,0,0,0.853897607,0
2479.730793_3030.950073,2479.730793_3030.950073,0.046738132,0,0,0,0.953261868,0
2479.730793_3130.950073,2479.730793_3130.950073,0,0.242377566,0,0,0.757622434,0
2479.730793_3230.950073,2479.730793_3230.950073,0,0,1,0,0,0
2479.730793_3330.950073,2479.730793_3330.950073,0,0.201487869,0,0,0.798512131,0
2479.730793_3430.950073,2479.730793_3430.950073,0,0,0,0,1,0
2479.730793_3530.950073,2479.730793_3530.950073,0,0,0,0,1,0
2479.730793_3630.950073,2479.730793_3630.950073,0.339407245,0,0,0,0.660592755,0
2479.730793_3730.950073,2479.730793_3730.950073,0,0.322676357,0,0,0.677323643,0
2479.730793_3830.950073,2479.730793_3830.950073,0,0.155300914,0,0,0.844699086,0
2479.730793_3930.950073,2479.730793_3930.950073,0,0.3048515,0,0,0.6951485,0
2479.730793_4030.950073,2479.730793_4030.950073,0,0,0,0,1,0
2479.730793_4130.950073,2479.730793_4130.950073,0,0.308015589,0,0,0.691984411,0
2479.730793_4230.950073,2479.730793_4230.950073,0,0.479780425,0,0,0.520219575,0
2579.730793_2730.950073,2579.730793_2730.950073,0,0,0,0,1,0
2579.730793_2830.950073,2579.730793_2830.950073,0,0,0,0,1,0
2579.730793_2930.950073,2579.730793_2930.950073,0.310693398,0,0,0,0.689306602,0
2579.730793_3030.950073,2579.730793_3030.950073,0,0,0.505381385,0.494618615,0,0
2579.730793_3130.950073,2579.730793_3130.950073,0,0,0,0,0.580335375,0.419664625
2579.730793_3230.950073,2579.730793_3230.950073,0,0,0,1,0,0
2579.730793_3330.950073,2579.730793_3330.950073,0,0.524474445,0,0,0.475525555,0
2579.730793_3430.950073,2579.730793_3430.950073,0,0.454557475,0,0,0,0.545442525
2579.730793_3530.950073,2579.730793_3530.950073,0,0.112249564,0,0,0.887750436,0
2579.730793_3630.950073,2579.730793_3630.950073,0.043154714,0.683125431,0,0,0.273719855,0
2579.730793_3730.950073,2579.730793_3730.950073,0,0.213935052,0,0,0.786064948,0
2579.730793_3830.950073,2579.730793_3830.950073,0.730419294,0,0,0,0.269580706,0
2579.730793_3930.950073,2579.730793_3930.950073,0,0.151325438,0,0,0.848674562,0
2579.730793_4030.950073,2579.730793_4030.950073,0,0.632879955,0,0,0.367120045,0
2579.730793_4130.950073,2579.730793_4130.950073,0,0.165212486,0,0,0.834787514,0
2579.730793_4230.950073,2579.730793_4230.950073,0,0,0.563726602,0,0.436273398,0
2679.730793_2730.950073,2679.730793_2730.950073,0,0,0,0,1,0
2679.730793_2830.950073,2679.730793_2830.950073,0,0,0,0.970038485,0,0.029961515
2679.730793_2930.950073,2679.730793_2930.950073,0,0,0,0.999918982,8.10E-05,0
2679.730793_3030.950073,2679.730793_3030.950073,0,0,0.71042979,0,0.28957021,0
2679.730793_3130.950073,2679.730793_3130.950073,0,0,0.394744699,0.605255301,0,0
2679.730793_3230.950073,2679.730793_3230.950073,0,0,0,0,1,0
2679.730793_3330.950073,2679.730793_3330.950073,0,0,0.274927258,0,0.725072742,0
2679.730793_3430.950073,2679.730793_3430.950073,0,0.2806028,0,0,0.7193972,0
2679.730793_3530.950073,2679.730793_3530.950073,0,0.85005616,0,0,0.14994384,0
2679.730793_3630.950073,2679.730793_3630.950073,0,0.591395728,0,0,0.408604272,0
2679.730793_3730.950073,2679.730793_3730.950073,0,0.359950126,0,0,0.640049874,0
2679.730793_3830.950073,2679.730793_3830.950073,0.208199477,0,0,0,0.791800523,0
2679.730793_3930.950073,2679.730793_3930.950073,0,0,0,0,1,0
2679.730793_4030.950073,2679.730793_4030.950073,0,0.638610681,0,0,0.361389319,0
2679.730793_4130.950073,2679.730793_4130.950073,0,0.474891165,0,0,0.525108835,0
2679.730793_4230.950073,2679.730793_4230.950073,0,0.421723489,0,0,0.578276511,0
-2291.755065_-151.4568705,-2291.755065_-151.4568705,0,0,0,0.435042001,0.564957999,0
-2291.755065_-51.4568705,-2291.755065_-51.4568705,0,0,0.928021399,0.071978601,0,0
-2291.755065_1048.5431295,-2291.755065_1048.5431295,0,0.666195289,0,0,0.333804711,0
-2291.755065_1148.5431295,-2291.755065_1148.5431295,0.394681617,0,0,0,0.605318383,0
-2291.755065_1248.5431295,-2291.755065_1248.5431295,0.795147508,0,0,0,0.204852492,0
-2291.755065_1348.5431295,-2291.755065_1348.5431295,0,0.581793403,0,0,0.418206597,0
-2291.755065_148.5431295,-2291.755065_148.5431295,0.395298749,0,0,0,0.604701251,0
-2291.755065_248.5431295,-2291.755065_248.5431295,0,0,1,0,0,0
-2291.755065_348.5431295,-2291.755065_348.5431295,0,0,1,0,0,0
-2291.755065_448.5431295,-2291.755065_448.5431295,0.465292005,0,0,0,0.534707995,0
-2291.755065_48.5431295,-2291.755065_48.5431295,0,0.189052612,0,0,0.810947388,0
-2291.755065_548.5431295,-2291.755065_548.5431295,0.679952725,0,0,0,0.320047275,0
-2291.755065_648.5431295,-2291.755065_648.5431295,0,0,1,0,0,0
-2291.755065_748.5431295,-2291.755065_748.5431295,0,0,1,0,0,0
-2291.755065_848.5431295,-2291.755065_848.5431295,0,0,0,0,1,0
-2291.755065_948.5431295,-2291.755065_948.5431295,0,0,0.759376152,0,0.240623848,0
-2391.755065_-151.4568705,-2391.755065_-151.4568705,0,0,0,0.638651342,0.361348658,0
-2391.755065_-51.4568705,-2391.755065_-51.4568705,0,0.210813358,0,0,0.789186642,0
-2391.755065_1048.5431295,-2391.755065_1048.5431295,0,0.44703025,0,0,0.55296975,0
-2391.755065_1148.5431295,-2391.755065_1148.5431295,0,0.266556431,0,0,0.733443569,0
-2391.755065_1248.5431295,-2391.755065_1248.5431295,0,0.445424885,0,0,0.554575115,0
-2391.755065_1348.5431295,-2391.755065_1348.5431295,0,0.419941941,0,0,0.580058059,0
-2391.755065_148.5431295,-2391.755065_148.5431295,0,0,1,0,0,0
-2391.755065_248.5431295,-2391.755065_248.5431295,0,0,0.66864452,0,0.33135548,0
-2391.755065_348.5431295,-2391.755065_348.5431295,0,0.601617071,0,0,0.398382929,0
-2391.755065_448.5431295,-2391.755065_448.5431295,0,0,0,0,1,0
-2391.755065_48.5431295,-2391.755065_48.5431295,0,0.55107527,0,0,0.44892473,0
-2391.755065_548.5431295,-2391.755065_548.5431295,0,0.218766064,0,0,0.781233936,0
-2391.755065_648.5431295,-2391.755065_648.5431295,0,0.253924372,0,0,0.746075628,0
-2391.755065_748.5431295,-2391.755065_748.5431295,0,0,1,0,0,0
-2391.755065_848.5431295,-2391.755065_848.5431295,0,0,0,0,1,0
-2391.755065_948.5431295,-2391.755065_948.5431295,0,0.643251509,0,0,0.356748491,0
-2491.755065_-151.4568705,-2491.755065_-151.4568705,0.537892525,0,0,0,0.462107475,0
-2491.755065_-51.4568705,-2491.755065_-51.4568705,0.895307896,0,0,0,0.104692104,0
-2491.755065_1048.5431295,-2491.755065_1048.5431295,0,0.486103753,0,0,0.513896247,0
-2491.755065_1148.5431295,-2491.755065_1148.5431295,0,0.297872683,0,0,0.702127317,0
-2491.755065_1248.5431295,-2491.755065_1248.5431295,0,0,0,0,0,1
-2491.755065_1348.5431295,-2491.755065_1348.5431295,0,0,0,1,0,0
-2491.755065_148.5431295,-2491.755065_148.5431295,0,0,0,0,1,0
-2491.755065_248.5431295,-2491.755065_248.5431295,0,0,0.513696426,0,0.486303574,0
-2491.755065_348.5431295,-2491.755065_348.5431295,0,0,0,1,0,0
-2491.755065_448.5431295,-2491.755065_448.5431295,0,0.618778852,0,0,0.381221148,0
-2491.755065_48.5431295,-2491.755065_48.5431295,0,0.108724867,0,0,0.891275133,0
-2491.755065_548.5431295,-2491.755065_548.5431295,0,0.299306314,0,0,0.700693686,0
-2491.755065_648.5431295,-2491.755065_648.5431295,0,0.413384668,0,0,0.586615332,0
-2491.755065_748.5431295,-2491.755065_748.5431295,0.362293911,0,0,0,0.637706089,0
-2491.755065_848.5431295,-2491.755065_848.5431295,0,0.657048939,0,0,0.342951061,0
-2491.755065_948.5431295,-2491.755065_948.5431295,0,0.794018115,0,0,0.205981885,0
-2591.755065_-151.4568705,-2591.755065_-151.4568705,0,0.447831093,0,0,0.552168907,0
-2591.755065_-51.4568705,-2591.755065_-51.4568705,0.030123373,0,0,0,0.969876627,0
-2591.755065_1048.5431295,-2591.755065_1048.5431295,0.567708775,0,0,0,0.432291225,0
-2591.755065_1148.5431295,-2591.755065_1148.5431295,0,0,0,0.384174287,0.615825713,0
-2591.755065_1248.5431295,-2591.755065_1248.5431295,0,0,0,1,0,0
-2591.755065_1348.5431295,-2591.755065_1348.5431295,0,0,0,1,0,0
-2591.755065_148.5431295,-2591.755065_148.5431295,0,0,0.680348801,0,0.319651199,0
-2591.755065_248.5431295,-2591.755065_248.5431295,0,0.612225271,0,0,0.387774729,0
-2591.755065_348.5431295,-2591.755065_348.5431295,0.325521794,0,0,0,0.674478206,0
-2591.755065_448.5431295,-2591.755065_448.5431295,0,0.069531359,0,0,0.930468641,0
-2591.755065_48.5431295,-2591.755065_48.5431295,0,0,1,0,0,0
-2591.755065_548.5431295,-2591.755065_548.5431295,0,0.352802042,0,0,0.647197958,0
-2591.755065_648.5431295,-2591.755065_648.5431295,0,0,0,0,1,0
-2591.755065_748.5431295,-2591.755065_748.5431295,0,0.389211317,0,0,0.610788683,0
-2591.755065_848.5431295,-2591.755065_848.5431295,0,0.386315349,0,0,0.613684651,0
-2591.755065_948.5431295,-2591.755065_948.5431295,0,0.150371888,0,0,0.849628112,0
-2691.755065_-151.4568705,-2691.755065_-151.4568705,0,0,0.509763731,0,0.490236269,0
-2691.755065_-51.4568705,-2691.755065_-51.4568705,0,0.467562375,0,0,0.532437625,0
-2691.755065_1048.5431295,-2691.755065_1048.5431295,0,0,1,0,0,0
-2691.755065_1148.5431295,-2691.755065_1148.5431295,0,0,0,0,1,0
-2691.755065_1248.5431295,-2691.755065_1248.5431295,0,0,0,0,0.63661033,0.36338967
-2691.755065_1348.5431295,-2691.755065_1348.5431295,0,0,0,0.954826837,0.045173163,0
-2691.755065_148.5431295,-2691.755065_148.5431295,0,0.893251712,0,0,0.106748288,0
-2691.755065_248.5431295,-2691.755065_248.5431295,0,0,1,0,0,0
-2691.755065_348.5431295,-2691.755065_348.5431295,0,0.502792155,0,0,0.497207845,0
-2691.755065_448.5431295,-2691.755065_448.5431295,0,0.384778162,0,0,0.615221838,0
-2691.755065_48.5431295,-2691.755065_48.5431295,0,0.488194502,0,0,0.511805498,0
-2691.755065_548.5431295,-2691.755065_548.5431295,0.340283688,0,0,0,0.659716312,0
-2691.755065_648.5431295,-2691.755065_648.5431295,0,0.359838465,0,0,0.640161535,0
-2691.755065_748.5431295,-2691.755065_748.5431295,0,0.123094846,0,0,0.876905154,0
